,Unnamed: 0,wage,lwage,sex,shs,hsg,scl,clg,ad,mw,so,we,ne,exp1,exp2,exp3,exp4,occ,occ2,ind,ind2
841,4472,11.5384615384615,2.44568593663472,0,0,0,1,0,0,0,0,0,1,7.5,0.5625,0.421875,0.31640625,5860,17,8190,18
842,4476,16.8269230769231,2.82298016777619,1,0,0,0,1,0,0,0,0,1,21.0,4.41,9.261,19.4481,5110,17,8190,18
843,4478,13.4615384615385,2.59983661646198,0,0,1,0,0,0,0,0,0,1,5.0,0.25,0.125,0.0625,3930,12,8190,18
844,4479,20.7692307692308,3.03347260153684,1,0,0,0,1,0,0,0,0,1,28.0,7.84,21.952,61.4656,2010,6,8190,18
845,4487,8.65384615384615,2.15800386418294,0,0,0,0,1,0,0,0,0,1,39.0,15.21,59.319,231.3441,5240,17,770,4
846,4490,14.7435897435897,2.6908083946677,1,0,0,0,1,0,0,0,0,1,4.0,0.16,0.064,0.0256,4840,16,7590,16
847,4491,25.0,3.2188758248682,0,0,0,0,0,1,0,0,0,1,4.0,0.16,0.064,0.0256,2100,7,7270,14
848,4492,25.6730769230769,3.24544285225292,0,0,0,0,1,0,0,0,0,1,12.0,1.44,1.728,2.0736,1010,3,6672,11
849,4493,20.4326923076923,3.01713618221714,1,0,0,0,1,0,0,0,0,1,17.0,2.89,4.913,8.3521,2200,8,7870,17
850,4494,13.7362637362637,2.6200393237795,1,0,0,1,0,0,0,0,0,1,5.5,0.3025,0.166375,0.09150625,6230,19,8680,20
851,4495,14.4240384615385,2.66889615239347,1,0,0,1,0,0,0,0,0,1,5.5,0.3025,0.166375,0.09150625,5940,17,8090,18
852,4517,8.54700854700855,2.14558134418438,1,0,0,1,0,0,0,0,0,1,33.0,10.89,35.937,118.5921,5300,17,8660,20
853,4518,14.4230769230769,2.66882948794893,0,0,0,0,1,0,0,0,0,1,4.0,0.16,0.064,0.0256,2720,9,8590,19
854,4527,43.2692307692308,3.76744177661704,0,0,0,0,0,1,0,0,0,1,8.0,0.64,0.512,0.4096,1460,4,2780,6
855,4528,14.4230769230769,2.66882948794893,0,0,1,0,0,0,0,0,0,1,9.0,0.81,0.729,0.6561,8030,21,3190,6
856,4529,12.2377622377622,2.50452643665765,1,0,1,0,0,0,0,0,0,1,6.0,0.36,0.216,0.1296,310,1,8680,20
857,4535,21.3675213675214,3.06187207605854,0,0,0,0,1,0,0,0,0,1,23.0,5.29,12.167,27.9841,5240,17,6680,11
858,4536,34.6153846153846,3.54429822530283,0,0,0,0,0,1,0,0,0,1,32.0,10.24,32.768,104.8576,1107,3,770,4
859,4537,17.3076923076923,2.85115104474288,0,0,0,1,0,0,0,0,0,1,12.5,1.5625,1.953125,2.44140625,3320,10,8190,18
860,4547,36.0576923076923,3.58512021982308,1,0,0,0,1,0,0,0,0,1,2.0,0.04,0.008,0.0016,50,1,1390,5
861,4565,13.4615384615385,2.59983661646198,0,0,0,0,1,0,0,0,0,1,5.0,0.25,0.125,0.0625,5420,17,7590,16
862,4573,9.61538461538461,2.26336437984076,1,0,0,1,0,0,0,0,0,1,7.5,0.5625,0.421875,0.31640625,4700,16,4970,9
863,4582,15.625,2.74887219562247,1,0,0,0,1,0,0,0,0,1,19.0,3.61,6.859,13.0321,3800,12,9470,22
864,4585,30.3643724696356,3.41326996289642,1,0,0,1,0,0,0,0,0,1,38.5,14.8225,57.066625,219.70650625,1060,3,770,4
865,4588,24.2788461538462,3.18960544256809,1,0,0,1,0,0,0,0,0,1,7.0,0.49,0.343,0.2401,3500,10,8270,18
866,4599,9.89010989010989,2.29153525680746,1,0,0,1,0,0,0,0,0,1,10.0,1.0,1.0,1.0,4610,15,8290,18
867,4610,14.4230769230769,2.66882948794893,1,0,1,0,0,0,0,0,0,1,9.0,0.81,0.729,0.6561,4220,14,7860,17
868,4611,42.3076923076923,3.74496892076498,1,0,0,0,0,1,0,0,0,1,35.0,12.25,42.875,150.0625,3255,10,8270,18
869,4616,8.90688259109312,2.18682430271843,1,0,1,0,0,0,0,0,0,1,6.0,0.36,0.216,0.1296,4760,16,5380,9
870,4621,17.5,2.86220088092947,0,0,0,1,0,0,0,0,0,1,9.0,0.81,0.729,0.6561,4250,14,7770,16
871,4627,38.4615384615385,3.64965874096066,0,0,0,0,1,0,0,0,0,1,5.0,0.25,0.125,0.0625,6220,19,770,4
872,4636,52.8846153846154,3.96811247207919,1,0,0,0,1,0,0,0,0,1,6.0,0.36,0.216,0.1296,120,1,6970,12
873,4637,9.61538461538461,2.26336437984076,1,0,0,1,0,0,0,0,0,1,4.0,0.16,0.064,0.0256,2300,8,8470,18
874,4638,11.5384615384615,2.44568593663472,0,0,1,0,0,0,0,0,0,1,9.0,0.81,0.729,0.6561,9620,22,4580,8
875,4641,19.2307692307692,2.95651156040071,0,0,1,0,0,0,0,0,0,1,11.0,1.21,1.331,1.4641,1107,3,6390,10
876,4642,16.8269230769231,2.82298016777619,1,0,0,0,1,0,0,0,0,1,1.0,0.01,0.001,0.0001,2710,9,6670,11
877,4657,12.0192307692308,2.48650793115497,0,0,0,0,1,0,0,0,0,1,6.0,0.36,0.216,0.1296,4760,16,5380,9
878,4658,12.0192307692308,2.48650793115497,1,0,0,1,0,0,0,0,0,1,5.0,0.25,0.125,0.0625,4760,16,5580,9
879,4660,59.6153846153846,4.08791367189181,1,0,0,0,1,0,0,0,0,1,33.0,10.89,35.937,118.5921,120,1,6970,12
880,4662,7.69230769230769,2.04022082852655,1,0,0,1,0,0,0,0,0,1,25.0,6.25,15.625,39.0625,4040,13,8680,20
881,4663,12.9437869822485,2.5606159033087,1,0,1,0,0,0,0,0,0,1,27.0,7.29,19.683,53.1441,5860,17,3990,6
882,4668,21.6346153846154,3.07429459605709,0,0,0,1,0,0,0,0,0,1,3.5,0.1225,0.042875,0.01500625,4240,14,7690,16
883,4669,21.6346153846154,3.07429459605709,1,0,0,1,0,0,0,0,0,1,4.5,0.2025,0.091125,0.04100625,4760,16,5580,9
884,4671,12.5,2.52572864430826,1,0,1,0,0,0,0,0,0,1,8.0,0.64,0.512,0.4096,4010,13,8680,20
885,4679,30.2884615384615,3.41076683267831,1,0,0,0,0,1,0,0,0,1,2.0,0.04,0.008,0.0016,2330,8,7860,17
886,4691,20.1923076923077,3.00530172457014,0,0,0,0,0,1,0,0,0,1,7.0,0.49,0.343,0.2401,2540,8,7860,17
887,4696,23.0769230769231,3.13883311719466,0,0,0,0,1,0,0,0,0,1,4.0,0.16,0.064,0.0256,6260,19,770,4
888,4698,66.8269230769231,4.20210603941747,0,0,0,0,0,1,0,0,0,1,7.0,0.49,0.343,0.2401,2100,7,7270,14
889,4702,55.2884615384615,4.01256423465002,1,0,0,0,0,1,0,0,0,1,36.0,12.96,46.656,167.9616,8740,21,2190,5
890,4716,28.8461538461538,3.36197666850887,0,0,0,0,1,0,0,0,0,1,2.0,0.04,0.008,0.0016,430,1,7380,14
891,4717,40.8653846153846,3.71028336277709,0,0,0,0,1,0,0,0,0,1,1.0,0.01,0.001,0.0001,1020,3,6970,12
892,4719,12.5,2.52572864430826,1,0,0,1,0,0,0,0,0,1,16.0,2.56,4.096,6.5536,8320,21,8880,21
893,4721,14.1025641025641,2.64635663209687,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,3060,10,8190,18
894,4722,25.4807692307692,3.23792401983889,0,0,1,0,0,0,0,0,0,1,28.0,7.84,21.952,61.4656,5000,17,7470,14
895,4723,17.7884615384615,2.878550018931,0,0,0,0,1,0,0,0,0,1,11.0,1.21,1.331,1.4641,1240,3,7390,14
896,4724,26.4423076923077,3.27496529151924,0,0,0,0,1,0,0,0,0,1,2.0,0.04,0.008,0.0016,800,2,7280,14
897,4728,37.9807692307692,3.63707995875379,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,840,2,7280,14
898,4729,19.2307692307692,2.95651156040071,1,0,0,0,0,1,0,0,0,1,1.0,0.01,0.001,0.0001,1050,3,9170,21
899,4730,36.0576923076923,3.58512021982308,1,0,0,0,1,0,0,0,0,1,2.0,0.04,0.008,0.0016,800,2,7280,14
900,4735,18.3946488294314,2.91205979782988,1,0,0,0,1,0,0,0,0,1,8.0,0.64,0.512,0.4096,4700,16,5380,9
901,4737,38.4615384615385,3.64965874096066,1,0,0,0,1,0,0,0,0,1,34.0,11.56,39.304,133.6336,430,1,7070,13
902,4738,27.7777777777778,3.32423634052603,0,0,1,0,0,0,0,0,0,1,30.0,9.0,27.0,81.0,9130,22,6380,10
903,4752,9.61538461538461,2.26336437984076,0,0,0,1,0,0,0,0,0,1,8.5,0.7225,0.614125,0.52200625,4220,14,8190,18
904,4774,26.0989010989011,3.26189320995189,1,0,0,0,1,0,0,0,0,1,3.0,0.09,0.027,0.0081,2300,8,7860,17
905,4775,42.3076923076923,3.74496892076498,0,0,0,0,0,1,0,0,0,1,18.0,3.24,5.832,10.4976,1020,3,6970,12
906,4782,16.3461538461538,2.79399263090294,1,0,0,0,1,0,0,0,0,1,1.0,0.01,0.001,0.0001,2630,9,5170,9
907,4789,9.61538461538461,2.26336437984076,1,0,0,0,1,0,0,0,0,1,6.0,0.36,0.216,0.1296,2300,8,8470,18
908,4800,35.0,3.55534806148941,0,0,0,0,1,0,0,0,0,1,1.0,0.01,0.001,0.0001,6320,19,2280,5
909,4801,42.1245421245421,3.74063051916638,1,0,0,0,1,0,0,0,0,1,33.0,10.89,35.937,118.5921,3730,12,4470,8
910,4803,33.6538461538462,3.51612734833613,0,0,0,0,1,0,0,0,0,1,10.0,1.0,1.0,1.0,2310,8,7860,17
911,4804,19.2307692307692,2.95651156040071,1,0,0,1,0,0,0,0,0,1,14.5,2.1025,3.048625,4.42050625,5860,17,5170,9
912,4805,28.8461538461538,3.36197666850887,0,0,0,1,0,0,0,0,0,1,22.5,5.0625,11.390625,25.62890625,1105,3,7290,14
913,4806,36.0576923076923,3.58512021982308,1,0,0,0,0,1,0,0,0,1,4.0,0.16,0.064,0.0256,850,2,6890,12
914,4809,31.7307692307692,3.4572868483132,1,0,1,0,0,0,0,0,0,1,24.0,5.76,13.824,33.1776,4830,16,7670,16
915,4810,15.8653846153846,2.76413966775325,0,0,0,1,0,0,0,0,0,1,9.5,0.9025,0.857375,0.81450625,4220,14,9490,22
916,4813,21.978021978022,3.09004295302523,0,0,0,0,1,0,0,0,0,1,3.0,0.09,0.027,0.0081,2710,9,8560,19
917,4820,37.1794871794872,3.61575718928497,1,0,1,0,0,0,0,0,0,1,36.0,12.96,46.656,167.9616,430,1,7870,17
918,4824,26.4423076923077,3.27496529151924,0,0,0,0,1,0,0,0,0,1,5.0,0.25,0.125,0.0625,3420,10,8180,18
919,4825,21.978021978022,3.09004295302523,1,0,0,1,0,0,0,0,0,1,39.0,15.21,59.319,231.3441,530,2,9470,22
920,4833,17.3076923076923,2.85115104474288,0,0,0,1,0,0,0,0,0,1,6.0,0.36,0.216,0.1296,430,1,7490,14
921,4834,12.0192307692308,2.48650793115497,0,0,1,0,0,0,0,0,0,1,6.0,0.36,0.216,0.1296,5540,17,6370,10
922,4837,28.8461538461538,3.36197666850887,0,0,0,0,1,0,0,0,0,1,3.0,0.09,0.027,0.0081,120,1,6870,12
923,4839,28.8461538461538,3.36197666850887,1,0,0,1,0,0,0,0,0,1,39.5,15.6025,61.629875,243.43800625,1050,3,9190,21
924,4851,19.2307692307692,2.95651156040071,1,0,0,0,1,0,0,0,0,1,2.0,0.04,0.008,0.0016,5240,17,6780,11
925,4862,33.3333333333333,3.50655789731998,1,0,0,0,1,0,0,0,0,1,13.0,1.69,2.197,2.8561,120,1,6480,11
926,4865,27.8846153846154,3.32807511683319,0,0,0,0,1,0,0,0,0,1,29.0,8.41,24.389,70.7281,5550,17,6370,10
927,4866,15.3846153846154,2.7333680090865,0,0,0,1,0,0,0,0,0,1,37.5,14.0625,52.734375,197.75390625,6440,19,770,4
928,4869,10.0,2.30258509299405,0,0,1,0,0,0,0,0,0,1,11.0,1.21,1.331,1.4641,5510,17,7380,14
929,4873,11.9230769230769,2.47847575945771,0,0,0,1,0,0,0,0,0,1,29.5,8.7025,25.672375,75.73350625,4700,16,4970,9
930,4881,18.2692307692308,2.90521826601316,1,0,0,0,1,0,0,0,0,1,2.0,0.04,0.008,0.0016,5700,17,7270,14
931,4884,26.4423076923077,3.27496529151924,0,0,0,0,1,0,0,0,0,1,1.0,0.01,0.001,0.0001,120,1,6870,12
932,4886,8.64038461538462,2.15644709749469,1,0,0,1,0,0,0,0,0,1,12.5,1.5625,1.953125,2.44140625,5330,17,6870,12
933,4887,4.80817307692308,1.57031719428115,0,0,0,0,1,0,0,0,0,1,11.0,1.21,1.331,1.4641,4720,16,8680,20
934,4890,30.7692307692308,3.42651518964645,1,0,0,0,1,0,0,0,0,1,2.0,0.04,0.008,0.0016,850,2,6990,12
935,4891,19.7115384615385,2.98120417299108,0,0,0,0,1,0,0,0,0,1,3.0,0.09,0.027,0.0081,4620,15,8590,19
936,4899,60.5769230769231,4.10391401323825,0,0,0,0,1,0,0,0,0,1,2.0,0.04,0.008,0.0016,4840,16,770,4
937,4903,9.13461538461539,2.21207108545321,0,0,0,0,0,1,0,0,0,1,15.0,2.25,3.375,5.0625,5550,17,6370,10
938,4907,22.3076923076923,3.10493156551898,0,0,0,0,0,1,0,0,0,1,8.0,0.64,0.512,0.4096,3060,10,8190,18
939,4930,19.2307692307692,2.95651156040071,0,0,0,1,0,0,0,0,0,1,18.0,3.24,5.832,10.4976,4240,14,7690,16
940,4935,9.61538461538461,2.26336437984076,1,0,1,0,0,0,0,0,0,1,10.0,1.0,1.0,1.0,5300,17,8660,20
941,4936,43.2692307692308,3.76744177661704,0,0,1,0,0,0,0,0,0,1,34.0,11.56,39.304,133.6336,6230,19,770,4
942,4940,12.4038461538462,2.51800659821434,0,0,1,0,0,0,0,0,0,1,13.0,1.69,2.197,2.8561,7350,20,3960,6
943,4943,16.8269230769231,2.82298016777619,0,0,0,0,1,0,0,0,0,1,1.0,0.01,0.001,0.0001,3640,11,7980,18
944,4945,16.8278846153846,2.82303730900074,0,0,1,0,0,0,0,0,0,1,5.0,0.25,0.125,0.0625,6260,19,770,4
945,4951,16.8269230769231,2.82298016777619,1,0,0,1,0,0,0,0,0,1,42.5,18.0625,76.765625,326.25390625,530,2,3895,6
946,4981,10.1214574898785,2.31465767422831,1,0,0,1,0,0,0,0,0,1,11.5,1.3225,1.520875,1.74900625,3420,10,8180,18
947,4983,5.55555555555556,1.71479842809193,1,0,0,0,1,0,0,0,0,1,5.0,0.25,0.125,0.0625,5860,17,4970,9
948,4984,19.2150809716599,2.95569543798971,0,0,1,0,0,0,0,0,0,1,30.0,9.0,27.0,81.0,5620,17,6480,11
949,5013,15.3846153846154,2.7333680090865,1,0,1,0,0,0,0,0,0,1,27.0,7.29,19.683,53.1441,4000,13,8680,20
950,5017,21.1538461538462,3.05182174020503,0,0,0,0,0,1,0,0,0,1,1.0,0.01,0.001,0.0001,420,1,8270,18
951,5019,12.9807692307692,2.5634689722911,1,0,1,0,0,0,0,0,0,1,25.0,6.25,15.625,39.0625,5860,17,4670,9
952,5021,12.5,2.52572864430826,1,0,1,0,0,0,0,0,0,1,29.0,8.41,24.389,70.7281,4020,13,8270,18
953,5026,15.3846153846154,2.7333680090865,0,0,0,0,1,0,0,0,0,1,4.0,0.16,0.064,0.0256,2710,9,6670,11
954,5034,12.0192307692308,2.48650793115497,0,0,0,0,0,1,0,0,0,1,20.0,4.0,8.0,16.0,5630,17,5380,9
955,5043,23.0769230769231,3.13883311719466,1,0,0,0,1,0,0,0,0,1,5.0,0.25,0.125,0.0625,530,2,7470,14
956,5044,26.4423076923077,3.27496529151924,0,0,0,0,1,0,0,0,0,1,5.0,0.25,0.125,0.0625,2900,9,6670,11
957,5053,13.4615384615385,2.59983661646198,0,0,1,0,0,0,0,0,0,1,16.0,2.56,4.096,6.5536,9130,22,3895,6
958,5055,19.2307692307692,2.95651156040071,1,0,1,0,0,0,0,0,0,1,5.0,0.25,0.125,0.0625,310,1,8680,20
959,5058,28.8461538461538,3.36197666850887,0,0,0,1,0,0,0,0,0,1,33.0,10.89,35.937,118.5921,4000,13,4170,7
960,5060,17.0940170940171,2.83872852474433,0,0,0,0,1,0,0,0,0,1,35.0,12.25,42.875,150.0625,4010,13,8680,20
961,5067,16.8269230769231,2.82298016777619,0,0,0,0,1,0,0,0,0,1,18.0,3.24,5.832,10.4976,4000,13,8680,20
962,5068,19.2307692307692,2.95651156040071,1,0,0,0,1,0,0,0,0,1,1.0,0.01,0.001,0.0001,565,2,3960,6
963,5069,28.8461538461538,3.36197666850887,0,0,1,0,0,0,0,0,0,1,22.0,4.84,10.648,23.4256,7855,21,1090,5
964,5073,18.2543269230769,2.90440214360216,0,0,1,0,0,0,0,0,0,1,31.0,9.61,29.791,92.3521,5620,17,4690,9
965,5077,24.0384615384615,3.17965511171492,0,0,0,0,0,1,0,0,0,1,1.0,0.01,0.001,0.0001,2100,7,9470,22
966,5081,26.3975490196078,3.27327116567599,0,0,0,1,0,0,0,0,0,1,37.5,14.0625,52.734375,197.75390625,4250,14,8570,19
967,5087,19.2307692307692,2.95651156040071,1,0,0,0,1,0,0,0,0,1,2.0,0.04,0.008,0.0016,800,2,8190,18
968,5096,15.8653846153846,2.76413966775325,0,0,1,0,0,0,0,0,0,1,10.0,1.0,1.0,1.0,6420,19,7470,14
969,5097,17.032967032967,2.83515070339644,1,0,1,0,0,0,0,0,0,1,9.0,0.81,0.729,0.6561,3510,10,8190,18
970,5105,17.3076923076923,2.85115104474288,0,0,0,0,1,0,0,0,0,1,3.0,0.09,0.027,0.0081,800,2,4970,9
971,5112,22.1153846153846,3.09627350277587,1,0,0,0,1,0,0,0,0,1,10.0,1.0,1.0,1.0,910,2,7860,17
972,5115,12.0192307692308,2.48650793115497,0,0,1,0,0,0,0,0,0,1,21.0,4.41,9.261,19.4481,9620,22,2980,6
973,5116,17.3076923076923,2.85115104474288,0,0,0,1,0,0,0,0,0,1,7.0,0.49,0.343,0.2401,3420,10,7480,14
974,5117,16.0,2.77258872223978,1,0,0,0,1,0,0,0,0,1,3.0,0.09,0.027,0.0081,4040,13,8680,20
975,5119,16.0096153846154,2.77318950327317,1,0,0,0,1,0,0,0,0,1,2.0,0.04,0.008,0.0016,50,1,4795,9
976,5121,106.837606837607,4.67130998849264,1,0,0,0,1,0,0,0,0,1,33.0,10.89,35.937,118.5921,10,1,7380,14
977,5125,9.75096153846154,2.27736589947658,0,0,1,0,0,0,0,0,0,1,11.0,1.21,1.331,1.4641,5620,17,6390,10
978,5132,31.25,3.44201937618241,1,0,0,0,1,0,0,0,0,1,2.0,0.04,0.008,0.0016,726,2,9170,21
979,5133,36.0576923076923,3.58512021982308,1,0,0,0,1,0,0,0,0,1,16.0,2.56,4.096,6.5536,735,2,8270,18
980,5139,28.8461538461538,3.36197666850887,0,0,1,0,0,0,0,0,0,1,10.0,1.0,1.0,1.0,6260,19,770,4
981,5140,18.2692307692308,2.90521826601316,0,0,0,0,1,0,0,0,0,1,4.0,0.16,0.064,0.0256,9130,22,4470,8
982,5141,27.8846153846154,3.32807511683319,1,0,0,0,0,1,0,0,0,1,2.0,0.04,0.008,0.0016,2310,8,7860,17
983,5145,21.6346153846154,3.07429459605709,0,0,0,0,0,1,0,0,0,1,1.0,0.01,0.001,0.0001,2720,9,8180,18
984,5167,43.2692307692308,3.76744177661704,1,0,0,0,0,1,0,0,0,1,7.0,0.49,0.343,0.2401,230,1,7870,17
985,5169,27.4038461538462,3.31068337412132,0,0,0,0,1,0,0,0,0,1,20.0,4.0,8.0,16.0,2630,9,8090,18
986,5177,11.5384615384615,2.44568593663472,1,0,0,1,0,0,0,0,0,1,23.0,5.29,12.167,27.9841,3640,11,7980,18
987,5178,20.979020979021,3.04352293739034,0,0,1,0,0,0,0,0,0,1,29.0,8.41,24.389,70.7281,4700,16,4970,9
988,5180,15.3846153846154,2.7333680090865,1,0,1,0,0,0,0,0,0,1,11.0,1.21,1.331,1.4641,3420,10,9090,21
989,5182,16.3461538461538,2.79399263090294,0,0,1,0,0,0,0,0,0,1,15.0,2.25,3.375,5.0625,8255,21,1990,5
990,5186,8.65384615384615,2.15800386418294,0,0,1,0,0,0,0,0,0,1,13.0,1.69,2.197,2.8561,3600,11,8270,18
991,5187,8.65384615384615,2.15800386418294,0,0,0,0,1,0,0,0,0,1,31.0,9.61,29.791,92.3521,4040,13,8680,20
992,5201,10.0961538461538,2.3121545440102,1,0,1,0,0,0,0,0,0,1,9.0,0.81,0.729,0.6561,4620,15,8290,18
993,5205,9.61538461538461,2.26336437984076,0,0,1,0,0,0,0,0,0,1,8.0,0.64,0.512,0.4096,4250,14,7770,16
994,5207,11.954261954262,2.48108786368564,1,0,1,0,0,0,0,0,0,1,38.0,14.44,54.872,208.5136,4220,14,6990,12
995,5210,25.0,3.2188758248682,0,0,1,0,0,0,0,0,0,1,5.0,0.25,0.125,0.0625,7700,21,3790,6
996,5224,6.41025641025641,1.8578992717326,0,0,1,0,0,0,0,0,0,1,19.0,3.61,6.859,13.0321,6260,19,770,4
997,5232,27.8846153846154,3.32807511683319,1,0,0,0,1,0,0,0,0,1,26.0,6.76,17.576,45.6976,800,2,9470,22
998,5233,32.0512820512821,3.4673371841667,0,0,0,0,1,0,0,0,0,1,26.0,6.76,17.576,45.6976,1107,3,8190,18
999,5234,21.6346153846154,3.07429459605709,0,0,0,0,0,1,0,0,0,1,18.0,3.24,5.832,10.4976,20,1,8380,18
1000,5235,62.5,4.13516655674236,1,0,0,0,0,1,0,0,0,1,9.0,0.81,0.729,0.6561,420,1,8380,18
1001,5242,14.0224358974359,2.64065861098223,0,0,1,0,0,0,0,0,0,1,10.0,1.0,1.0,1.0,9620,22,9370,22
1002,5247,7.69230769230769,2.04022082852655,1,0,0,0,1,0,0,0,0,1,17.0,2.89,4.913,8.3521,5110,17,1480,5
1003,5256,42.3076923076923,3.74496892076498,0,0,0,1,0,0,0,0,0,1,10.5,1.1025,1.157625,1.21550625,8140,21,3170,6
1004,5262,13.9423076923077,2.63492793627325,1,0,1,0,0,0,0,0,0,1,19.0,3.61,6.859,13.0321,5610,17,4580,8
1005,5269,32.6923076923077,3.48713981146288,1,0,0,0,0,1,0,0,0,1,19.0,3.61,6.859,13.0321,2430,8,7870,17
1006,5276,4.61538461538461,1.52939520476056,0,0,1,0,0,0,0,0,0,1,7.0,0.49,0.343,0.2401,7200,20,4670,9
1007,5287,22.0949263502455,3.09534800525493,1,0,0,0,1,0,0,0,0,1,10.0,1.0,1.0,1.0,430,1,570,3
1008,5288,10.5769230769231,2.35867455964509,1,0,0,1,0,0,0,0,0,1,20.5,4.2025,8.615125,17.66100625,4810,16,6990,12
1009,5322,6.25,1.83258146374831,1,0,1,0,0,0,0,0,0,1,34.0,11.56,39.304,133.6336,5700,17,8190,18
1010,5338,21.6346153846154,3.07429459605709,1,0,1,0,0,0,0,0,0,1,26.0,6.76,17.576,45.6976,5700,17,7860,17
1011,5343,23.8461538461538,3.17162294001766,1,0,0,1,0,0,0,0,0,1,11.5,1.3225,1.520875,1.74900625,3800,12,9470,22
1012,5344,26.4423076923077,3.27496529151924,0,0,1,0,0,0,0,0,0,1,14.0,1.96,2.744,3.8416,100000,19,770,4
1013,5345,28.5714285714286,3.35240721749272,1,0,0,0,0,1,0,0,0,1,22.0,4.84,10.648,23.4256,2010,6,9470,22
1014,5347,34.1880341880342,3.53187570530427,1,0,0,0,1,0,0,0,0,1,10.0,1.0,1.0,1.0,3255,10,8190,18
1015,5348,16.8269230769231,2.82298016777619,0,0,0,0,1,0,0,0,0,1,6.0,0.36,0.216,0.1296,4700,16,4870,9
1016,5351,24.0384615384615,3.17965511171492,0,0,1,0,0,0,0,0,0,1,10.0,1.0,1.0,1.0,7700,21,2870,6
1017,5355,30.3643724696356,3.41326996289642,1,0,1,0,0,0,0,0,0,1,21.0,4.41,9.261,19.4481,3600,11,8270,18
1018,5369,36.0576923076923,3.58512021982308,1,0,0,0,1,0,0,0,0,1,21.0,4.41,9.261,19.4481,420,1,9170,21
1019,5379,8.74125874125874,2.16805420003644,1,0,0,0,1,0,0,0,0,1,37.0,13.69,50.653,187.4161,4720,16,4970,9
1020,5383,14.2156862745098,2.65434602213035,0,0,1,0,0,0,0,0,0,1,9.0,0.81,0.729,0.6561,7200,20,4670,9
1021,5400,11.0576923076923,2.40312632221592,1,0,0,1,0,0,0,0,0,1,4.0,0.16,0.064,0.0256,5700,17,7070,13
1022,5401,28.8461538461538,3.36197666850887,0,0,1,0,0,0,0,0,0,1,5.0,0.25,0.125,0.0625,8140,21,7290,14
1023,5404,12.5961538461538,2.53339151705382,1,0,1,0,0,0,0,0,0,1,9.0,0.81,0.729,0.6561,9420,22,6170,10
1024,5405,24.0384615384615,3.17965511171492,0,0,1,0,0,0,0,0,0,1,31.0,9.61,29.791,92.3521,7810,21,4970,9
1025,5431,16.5384615384615,2.80568867066613,0,0,0,0,1,0,0,0,0,1,4.0,0.16,0.064,0.0256,5000,17,6770,11
1026,5444,15.0,2.70805020110221,0,0,0,0,1,0,0,0,0,1,3.0,0.09,0.027,0.0081,4010,13,8680,20
1027,5455,34.6153846153846,3.54429822530283,0,0,0,1,0,0,0,0,0,1,12.5,1.5625,1.953125,2.44140625,9130,22,6170,10
1028,5458,12.5,2.52572864430826,0,1,0,0,0,0,0,0,0,1,11.0,1.21,1.331,1.4641,6420,19,770,4
1029,5467,28.8461538461538,3.36197666850887,0,0,1,0,0,0,0,0,0,1,40.0,16.0,64.0,256.0,9620,22,4970,9
1030,5478,19.2307692307692,2.95651156040071,0,0,0,1,0,0,0,0,0,1,7.0,0.49,0.343,0.2401,310,1,8680,20
1031,5487,31.25,3.44201937618241,1,0,0,0,1,0,0,0,0,1,7.0,0.49,0.343,0.2401,3535,10,8190,18
1032,5494,24.0384615384615,3.17965511171492,0,0,1,0,0,0,0,0,0,1,10.0,1.0,1.0,1.0,430,1,7780,16
1033,5508,7.69230769230769,2.04022082852655,1,0,0,1,0,0,0,0,0,1,5.0,0.25,0.125,0.0625,310,1,8680,20
1034,5525,25.4527972027972,3.23682564669353,1,0,0,1,0,0,0,0,0,1,33.0,10.89,35.937,118.5921,4700,16,5170,9
1035,5527,32.69375,3.48718392813678,0,0,0,0,1,0,0,0,0,1,29.0,8.41,24.389,70.7281,8620,21,670,3
1036,5528,13.5724852071006,2.60804459687981,1,0,0,1,0,0,0,0,0,1,29.0,8.41,24.389,70.7281,5860,17,9380,22
1037,5529,10.5769230769231,2.35867455964509,0,0,1,0,0,0,0,0,0,1,10.0,1.0,1.0,1.0,6200,19,770,4
1038,5545,20.5882352941176,3.02471981042724,0,0,0,0,0,1,0,0,0,1,5.0,0.25,0.125,0.0625,5620,17,8190,18
1039,5548,12.2549019607843,2.50592601701208,1,0,0,1,0,0,0,0,0,1,7.0,0.49,0.343,0.2401,5310,17,7580,16
1040,5549,12.0192307692308,2.48650793115497,0,0,1,0,0,0,0,0,0,1,20.0,4.0,8.0,16.0,4220,14,7860,17
1041,5552,12.9807692307692,2.5634689722911,0,0,1,0,0,0,0,0,0,1,8.0,0.64,0.512,0.4096,9000,22,6290,10
1042,5587,14.957264957265,2.7051971321198,0,0,1,0,0,0,0,0,0,1,15.0,2.25,3.375,5.0625,9620,22,4470,8
1043,5590,11.5384615384615,2.44568593663472,0,0,1,0,0,0,0,0,0,1,30.0,9.0,27.0,81.0,5620,17,4470,8
1044,5598,60.0961538461538,4.09594584358907,1,0,1,0,0,0,0,0,0,1,19.0,3.61,6.859,13.0321,410,1,9570,22
1045,5616,9.61538461538461,2.26336437984076,1,0,0,1,0,0,0,0,0,1,3.5,0.1225,0.042875,0.01500625,310,1,8680,20
