"","abdt","tg","inuidur1","inuidur2","female","black","hispanic","othrace","dep","q1","q2","q3","q4","q5","q6","recall","agelt35","agegt54","durable","nondurable","lusd","husd","muld"
"4094",10852,4,18,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"4095",10733,4,17,17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4096",10852,3,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4097",10530,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"4098",10523,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"4099",10614,3,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"4100",10586,3,28,22,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"4101",10754,6,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"4102",10642,5,11,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"4103",10558,3,20,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4104",10831,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"4105",10593,4,16,16,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"4106",10831,5,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4107",10768,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4108",10544,2,22,22,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"4109",10719,1,12,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"4110",10733,4,5,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"4111",10754,0,12,12,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4112",10614,1,8,8,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4113",10565,1,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4114",10747,3,4,4,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"4115",10880,0,27,27,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
"4116",10530,0,22,22,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"4117",10537,2,26,26,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"4118",10719,6,27,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4119",10691,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"4120",10621,0,13,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"4121",10747,2,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4122",10530,2,20,20,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"4123",10733,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"4124",10684,2,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4125",10747,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"4126",10600,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"4127",10579,2,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"4128",10523,6,27,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"4129",10530,4,12,12,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4130",10558,2,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4131",10558,1,28,11,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4132",10663,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4133",10838,1,7,7,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"4134",10810,2,17,17,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"4135",10593,4,24,16,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"4136",10530,5,18,18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"4137",10607,5,10,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4138",10824,0,34,34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"4139",10880,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
"4140",10565,2,1,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4141",10551,0,27,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4142",10607,2,8,8,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"4143",10558,2,14,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"4144",10866,0,13,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
"4145",10537,2,20,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4146",10425,1,11,6,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
"4147",10810,2,15,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"4148",10551,3,18,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"4149",10824,0,27,27,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"4150",10761,5,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"4151",10880,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
"4152",10852,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"4153",10866,3,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"4154",10782,4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
"4155",10712,3,27,27,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"4156",10656,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"4157",10859,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"4158",10740,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"4159",10530,2,15,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"4160",10852,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
"4161",10824,1,32,15,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
"4162",10803,2,28,28,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"4163",10586,0,4,4,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
"4164",10649,0,27,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4165",10474,4,27,27,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"4166",10677,1,29,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"4167",10607,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"4168",10880,4,27,27,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0
"4169",10705,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"4170",10523,4,27,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"4171",10866,2,23,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"4172",10572,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"4173",10537,5,27,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"4174",10663,6,27,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"4175",10649,1,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"4176",10537,6,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4177",10761,4,11,11,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"4178",10796,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"4179",10789,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"4180",10677,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"4181",10481,2,4,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
"4182",10831,3,27,27,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"4183",10670,0,29,29,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"4184",10600,4,23,19,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"4185",10488,3,5,5,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0
"4186",10845,3,4,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
"4187",10551,6,13,13,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"4188",10838,4,9,9,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"4189",10866,4,8,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
"4190",10733,0,4,4,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1
"4191",10642,1,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4192",10810,4,10,10,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"4193",10803,0,8,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"4194",10558,0,10,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"4195",10873,3,27,27,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"4196",10579,3,2,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"4197",10600,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"4198",10768,4,8,8,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"4199",10873,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"4200",10705,4,17,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"4201",10803,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0
"4202",10817,0,27,27,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
"4203",10565,0,22,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"4204",10796,4,26,26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"4205",10866,5,27,27,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"4206",10600,2,10,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"4207",10523,4,14,14,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"4208",10838,5,6,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"4209",10614,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"4210",10775,1,27,27,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"4211",10824,2,14,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"4212",10607,0,5,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"4213",10621,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4214",10579,1,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"4215",10803,0,27,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"4216",10628,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"4217",10866,2,16,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"4218",10803,0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"4219",10705,5,27,27,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"4220",10852,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"4221",10831,5,28,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"4222",10740,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"4223",10740,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"4224",10677,3,8,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"4225",10691,3,1,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1
"4226",10621,3,14,8,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"4227",10726,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"4228",10838,4,28,28,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"4229",10621,3,18,18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"4230",10516,0,27,27,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"4231",10873,4,5,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
"4232",10628,0,17,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"4233",10866,5,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"4234",10845,5,21,21,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"4235",10439,0,20,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"4236",10614,3,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"4237",10768,3,6,6,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
"4238",10733,3,7,7,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"4239",10558,0,27,27,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"4240",10551,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"4241",10719,1,27,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"4242",10831,5,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"4243",10712,0,27,27,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"4244",10649,5,27,27,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"4245",10649,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"4246",10558,1,7,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"4247",10817,3,13,13,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"4248",10656,3,27,27,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"4249",10558,6,3,3,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"4250",10873,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"4251",10761,3,34,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"4252",10698,4,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"4253",10873,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
"4254",10586,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"4255",10845,3,29,10,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"4256",10565,4,27,27,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
"4257",10796,4,26,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"4258",10628,3,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"4259",10775,5,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"4260",10789,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"4261",10593,0,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4262",10866,4,27,27,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
"4263",10663,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4264",10684,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"4265",10670,0,24,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"4266",10852,4,27,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"4267",10859,2,9,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4268",10775,2,10,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4269",10768,4,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"4270",10726,2,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4271",10831,2,27,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4272",10607,2,10,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"4273",10838,2,28,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4274",10600,6,23,23,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"4275",10838,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4276",10859,3,27,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4277",10768,0,27,27,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4278",10817,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4279",10530,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"4280",10740,6,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"4281",10593,0,4,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"4282",10649,6,13,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"4283",10719,0,12,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"4284",10621,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4285",10775,2,27,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"4286",10796,4,16,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"4287",10866,5,20,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"4288",10712,3,14,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"4289",10761,5,28,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"4290",10691,0,13,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"4291",10831,1,27,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"4292",10719,3,10,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"4293",10551,0,27,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"4294",10747,2,13,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"4295",10782,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"4296",10705,1,22,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"4297",10782,0,27,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4298",10642,3,27,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4299",10838,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4300",10768,1,9,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4301",10866,0,12,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"4302",10796,4,11,11,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"4303",10852,5,27,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4304",10768,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"4305",10586,5,10,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"4306",10803,2,1,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"4307",10852,1,27,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4308",10796,4,11,11,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4309",10607,2,12,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4310",10600,0,10,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4311",10803,0,11,11,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"4312",10761,6,27,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"4313",10705,1,18,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4314",10733,0,27,27,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4315",10845,2,27,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4316",10789,2,23,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4317",10880,1,23,23,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"4318",10789,2,26,26,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"4319",10698,6,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"4320",10726,0,23,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"4321",10600,0,6,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4322",10593,0,7,7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"4323",10817,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"4324",10649,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"4325",10761,0,11,11,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"4326",10649,5,27,27,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"4327",10866,5,9,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"4328",10649,6,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"4329",10754,3,27,27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"4330",10600,6,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"4331",10754,5,12,12,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"4332",10761,4,27,27,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"4333",10831,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"4334",10733,2,7,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"4335",10523,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"4336",10698,5,7,7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"4337",10789,4,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"4338",10866,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"4339",10810,4,26,26,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"4340",10614,1,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"4341",10824,4,15,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
"4342",10530,2,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"4343",10838,5,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4344",10852,2,11,11,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4345",10789,1,6,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4346",10607,0,27,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"4347",10621,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4348",10873,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
"4349",10558,6,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4350",10663,6,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"4351",10635,4,27,27,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"4352",10852,2,6,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"4353",10740,2,9,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"4354",10859,1,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"4355",10558,0,8,8,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"4356",10866,0,11,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"4357",10796,2,26,26,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"4358",10558,0,2,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"4359",10705,5,1,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"4360",10656,1,3,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
"4361",10873,4,13,13,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0
"4362",10516,6,1,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0
"4363",10880,3,15,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"4364",10614,1,11,11,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4365",10845,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
