"treat","age","educ","black","hisp","marr","nodegree","re74","re75","re78","agesq","agecube","educsq","u74","u75","interaction1","re74sq","re75sq"
0,24,14,0,0,0,0,12.970349609375,16.660740234375,25.564669921875,576,13824,196,0,0,181.58489453125,168.229968989414,277.580265157322
0,30,14,0,0,1,0,0,0,0,900,27000,196,1,1,0,0,0
0,26,15,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,676,17576,225,0,0,387.9348046875,668.85961194635,637.236856045547
0,41,12,0,0,1,0,25.654640625,25.24355078125,25.564669921875,1681,68921,144,0,0,307.8556875,658.1605855979,637.236856045547
0,48,14,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,2304,110592,196,0,0,362.072484375,668.85961194635,637.236856045547
0,34,10,0,0,1,1,25.8623203125,25.24355078125,25.564669921875,1156,39304,100,0,0,258.623203125,668.85961194635,637.236856045547
0,28,12,0,0,1,0,0,0.288241912841797,0,784,21952,144,1,0,0,0,0.083083400318698
0,30,14,0,0,1,0,21.5147109375,21.46955078125,22.140779296875,900,27000,196,0,0,301.205953125,462.882786724182,460.941610748672
0,29,12,0,0,0,0,17.225869140625,19.999689453125,22.04176953125,841,24389,144,0,0,206.7104296875,296.730567649937,399.987578221439
0,25,16,0,0,0,0,14.1439501953125,5.7290322265625,17.08991015625,625,15625,256,0,0,226.303203125,200.051327127481,32.8218102529917
0,28,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,784,21952,144,0,0,310.34784375,668.85961194635,637.236856045547
0,31,12,0,0,1,0,19.792509765625,3.67195190429688,17.651439453125,961,29791,144,0,0,237.5101171875,391.743442822361,13.4832307874694
0,55,12,0,0,1,0,25.670310546875,24.090580078125,24.908560546875,3025,166375,144,0,0,308.0437265625,658.964843573002,580.356048500553
0,46,16,0,0,1,0,25.0139609375,24.57755078125,25.337099609375,2116,97336,256,0,0,400.223375,625.698241782776,604.056002404923
0,44,12,0,0,1,0,23.2839296875,23.89723046875,22.018130859375,1936,85184,144,0,0,279.40715625,542.141381692444,571.077624076553
0,35,12,1,0,1,0,13.1525595703125,12.85451953125,19.24148046875,1225,42875,144,0,0,157.83071484375,172.989823250619,165.238672379288
0,39,12,0,0,1,0,21.8752109375,22.37544921875,23.30669921875,1521,59319,144,0,0,262.50253125,478.52485356012,500.66072774086
0,29,13,0,0,1,0,18.82855078125,13.427419921875,25.564669921875,841,24389,169,0,0,244.77116015625,354.51432452211,180.295605758366
0,31,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,961,29791,144,0,0,310.34784375,668.85961194635,637.236856045547
0,35,17,0,0,0,0,8.9891162109375,5.0594521484375,0,1225,42875,289,0,0,152.814975585938,80.8042102537394,25.5980560423288
0,33,12,0,0,0,0,8.07609814453125,8.8101767578125,8.1304521484375,1089,35937,144,0,0,96.913177734375,65.2233612401011,77.6192145038996
0,19,12,0,0,0,0,1.64382495117187,1.93354797363281,0,361,6859,144,0,0,19.7258994140625,2.70216047009522,3.73860776633956
0,27,12,0,0,1,0,8.7050224609375,3.98346801757812,6.05424609375,729,19683,144,0,0,104.46026953125,75.7774160454264,15.8680174470678
0,24,16,0,0,0,0,2.8820810546875,3.50724194335938,8.9550234375,576,13824,256,0,0,46.113296875,8.30639120578861,12.3007460492592
0,22,12,0,0,0,0,19.102849609375,17.8298203125,25.564669921875,484,10648,144,0,0,229.2341953125,364.918863198399,317.902492376038
0,27,12,0,0,1,0,16.216849609375,19.54494921875,23.116080078125,729,19683,144,0,0,194.6021953125,262.986211253086,382.005039963516
0,43,16,0,0,1,0,0,17.54516015625,0,1849,79507,256,1,0,0,0,307.832644908462
0,38,14,0,0,1,0,25.270619140625,21.33348046875,7.24677099609375,1444,54872,196,0,0,353.78866796875,638.604191750523,455.117388910538
0,19,13,0,1,0,0,0,2.8340810546875,8.6048017578125,361,6859,169,1,0,0,0,8.03201542453861
0,29,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,841,24389,144,0,0,310.34784375,668.85961194635,637.236856045547
0,37,13,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,1369,50653,169,0,0,336.2101640625,668.85961194635,637.236856045547
0,16,10,0,0,0,1,0,0.306145202636719,19.08926953125,256,4096,100,1,0,0,0,0.0937248850974776
0,54,12,0,0,1,0,10.145080078125,9.8969033203125,0,2916,157464,144,0,0,121.7409609375,102.922649791569,97.9486953316126
0,38,8,0,0,1,1,11.24226953125,5.1740322265625,0,1444,54872,64,0,0,89.93815625,126.388624213272,26.7706094815073
0,35,12,0,0,1,0,23.31526953125,20.205580078125,21.698939453125,1225,42875,144,0,0,279.783234375,543.601793314835,408.265466293522
0,20,9,0,0,0,1,3.04665991210938,1.71512902832031,2.83723510742188,400,8000,81,0,0,27.4199392089844,9.28213662005431,2.94166758378698
0,55,8,0,0,0,1,2.90167407226562,9.5352578125,0,3025,166375,64,0,0,23.213392578125,8.41971242165858,90.9211415508423
0,28,12,0,0,1,0,19.1537890625,10.7168701171875,0,784,21952,144,0,0,229.84546875,366.867635450745,114.851305108666
0,25,13,0,0,1,0,10.1823095703125,0,1.19548095703125,625,15625,169,0,1,132.370024414062,103.679428185678,0
0,30,12,0,0,1,0,0,0,0,900,27000,144,1,1,0,0,0
0,38,9,0,0,1,1,25.427359375,23.764740234375,25.564669921875,1444,54872,81,0,0,228.846234375,646.5506047854,564.762878407322
0,23,10,0,0,1,1,18.160439453125,17.097580078125,25.564669921875,529,12167,100,0,0,181.60439453125,329.801561130619,292.327244527897
0,34,9,0,0,1,1,14.9452900390625,2.10183911132812,20.72658984375,1156,39304,81,0,0,134.507610351563,223.361694351701,4.4177276499086
0,53,0,0,0,0,1,2.06114892578125,1.39824194335937,1.16740405273437,2809,148877,0,0,0,0,4.2483348942492,1.9550805321694
0,42,11,0,0,1,1,19.83169921875,18.83598046875,19.75719921875,1764,74088,121,0,0,218.14869140625,393.296293902969,354.794160219132
0,26,12,0,0,0,0,25.8623203125,25.24355078125,25.564669921875,676,17576,144,0,0,310.34784375,668.85961194635,637.236856045547
0,32,12,0,0,1,0,23.515119140625,19.380240234375,21.651650390625,1024,32768,144,0,0,282.1814296875,552.960828197788,375.593711542088
0,51,12,0,0,1,0,0,0,0,2601,132651,144,1,1,0,0,0
0,23,14,0,0,0,0,22.000609375,19.0347109375,20.451740234375,529,12167,196,0,0,308.00853125,484.026812871338,362.320220474182
0,33,12,0,0,1,0,0,0,0,1089,35937,144,1,1,0,0,0
0,35,9,0,0,1,1,0,0,11.3371201171875,1225,42875,81,1,1,0,0,0
0,46,12,1,0,0,0,25.8623203125,25.24355078125,25.564669921875,2116,97336,144,0,0,310.34784375,668.85961194635,637.236856045547
0,47,15,0,0,1,0,14.208599609375,18.742890625,0,2209,103823,225,0,0,213.128994140625,201.884302859531,351.295948980713
0,25,17,0,0,0,0,3.44047290039062,0,0,625,15625,289,0,1,58.4880393066406,11.8368537783223,0
0,41,14,0,0,0,0,20.484130859375,8.6902255859375,0,1681,68921,196,0,0,286.77783203125,419.599617063999,75.5200207344828
0,20,9,0,0,1,1,5.229283203125,0,15.8929501953125,400,8000,81,0,1,47.063548828125,27.3454028184853,0
0,22,11,0,0,1,1,18.47980078125,20.273609375,25.564669921875,484,10648,121,0,0,203.27780859375,341.503036914688,411.019237090088
0,29,16,0,0,1,0,19.273310546875,14.8381904296875,18.11101953125,841,24389,256,0,0,308.37296875,371.460499436283,220.17189522767
0,51,12,0,0,1,0,24.702439453125,22.56701953125,24.800689453125,2601,132651,144,0,0,296.4292734375,610.210514935306,509.270370523819
0,44,13,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,1936,85184,169,0,0,336.2101640625,668.85961194635,637.236856045547
0,20,12,0,0,0,0,11.9672001953125,2.11616088867188,0,400,8000,144,0,0,143.60640234375,143.213880514688,4.47813690674454
0,18,11,0,0,0,1,0.656354370117187,0,11.719849609375,324,5832,121,0,1,7.21989807128906,0.43080105917193,0
0,33,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,1089,35937,144,0,0,310.34784375,668.85961194635,637.236856045547
0,27,12,0,0,1,0,25.8623203125,21.109689453125,25.564669921875,729,19683,144,0,0,310.34784375,668.85961194635,445.618988807377
0,52,16,0,0,0,0,25.8623203125,25.24355078125,25.564669921875,2704,140608,256,0,0,413.797125,668.85961194635,637.236856045547
0,24,18,0,0,0,0,0,15.432580078125,0.341354797363281,576,13824,324,1,0,0,0,238.164527867741
0,41,13,0,0,1,0,19.030359375,18.3006796875,19.53701953125,1681,68921,169,0,0,247.394671875,362.15457794165,334.914877024475
0,28,8,0,0,1,1,23.79333984375,10.638099609375,25.564669921875,784,21952,64,0,0,190.34671875,566.123020920181,113.169163298985
0,17,12,0,0,0,0,0.423201599121094,5.0612421875,3.59235302734375,289,4913,144,0,0,5.07841918945312,0.179099593498651,25.6161724805298
0,38,12,0,0,1,0,19.3222890625,25.24355078125,25.564669921875,1444,54872,144,0,0,231.86746875,373.350854614807,637.236856045547
0,45,14,0,0,1,0,25.8623203125,25.24355078125,16.0022998046875,2025,91125,196,0,0,362.072484375,668.85961194635,637.236856045547
0,40,12,0,0,0,0,8.2720244140625,20.601240234375,20.841859375,1600,64000,144,0,0,99.26429296875,68.426387906846,424.411099194431
0,28,13,0,0,1,0,24.36348046875,25.06451953125,25.564669921875,784,21952,169,0,0,316.72524609375,593.579180551163,628.230139332413
0,26,12,0,0,0,0,25.8623203125,25.24355078125,8.6860771484375,676,17576,144,0,0,310.34784375,668.85961194635,637.236856045547
0,27,12,0,0,1,0,18.32698046875,18.186099609375,19.356740234375,729,19683,144,0,0,219.923765625,335.878213101944,330.73421900211
0,28,8,0,0,1,1,20.999419921875,18.8556796875,24.9927890625,784,21952,64,0,0,167.995359375,440.975637055241,355.5366564776
0,28,16,0,0,1,0,21.9183203125,24.556060546875,20.666009765625,784,21952,256,0,0,350.693125,480.41276532135,603.000109581791
0,53,12,0,0,1,0,21.326619140625,20.816080078125,19.800060546875,2809,148877,144,0,0,255.9194296875,454.824683969273,433.309189818913
0,54,12,0,0,1,0,24.5221796875,23.76294921875,24.027830078125,2916,157464,144,0,0,294.26615625,601.337296626038,564.677755572891
0,33,12,0,0,1,0,25.28433984375,24.68855078125,25.564669921875,1089,35937,144,0,0,303.412078125,639.297841334244,609.52453967836
0,36,12,0,0,1,0,0,0,2.36584008789062,1296,46656,144,1,1,0,0,0
0,31,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,961,29791,144,0,0,310.34784375,668.85961194635,637.236856045547
0,30,12,0,0,1,0,20.605609375,18.61398046875,19.5414609375,900,27000,144,0,0,247.2673125,424.591137715088,346.480268891006
0,41,11,0,0,1,1,0,3.39982299804687,9.9997763671875,1681,68921,121,1,0,0,0,11.5587964180484
0,37,11,0,0,1,1,19.659279296875,17.332109375,9.325931640625,1369,50653,121,0,0,216.252072265625,386.487262472538,300.402015386963
0,18,9,0,0,0,1,3.26805688476562,1.57548400878906,7.4388759765625,324,5832,81,0,0,29.4125119628906,10.680195802064,2.48214986195005
0,24,11,0,0,1,1,12.8410302734375,9.3669677734375,20.516759765625,576,13824,121,0,0,141.251333007812,164.892058483338,87.7400852686167
0,21,9,1,0,0,1,1.03057397460937,0.470854797363281,1.22355798339844,441,9261,81,0,0,9.27516577148437,1.06208271714216,0.221704240200017
0,55,12,0,0,1,0,0,1.7187099609375,0.824571411132813,3025,166375,144,1,0,0,0,2.95396392982578
0,37,12,0,0,1,0,23.307439453125,24.269609375,9.949533203125,1369,50653,144,0,0,279.6892734375,543.236733861088,589.013939215088
0,53,5,0,0,1,1,25.8623203125,25.24355078125,25.564669921875,2809,148877,25,0,0,129.3116015625,668.85961194635,637.236856045547
0,28,13,0,0,1,0,22.1828203125,25.24355078125,25.564669921875,784,21952,169,0,0,288.3766640625,492.077517016663,637.236856045547
0,20,12,0,0,0,0,3.90481909179687,0.375967712402344,1.93877697753906,400,8000,144,0,0,46.8578291015625,15.2476121396614,0.141351720769051
0,35,18,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,1225,42875,324,0,0,465.521765625,668.85961194635,637.236856045547
0,43,18,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,1849,79507,324,0,0,465.521765625,668.85961194635,637.236856045547
0,18,11,0,0,0,1,0,0,0,324,5832,121,1,1,0,0,0
0,29,16,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,841,24389,256,0,0,413.797125,668.85961194635,637.236856045547
0,26,11,0,0,1,1,25.8623203125,25.24355078125,25.564669921875,676,17576,121,0,0,284.4855234375,668.85961194635,637.236856045547
0,46,8,0,0,1,1,3.13678588867187,7.2024677734375,11.18048046875,2116,97336,64,0,0,25.094287109375,9.839425711371,51.8755420274057
0,27,13,0,0,1,0,14.1145595703125,12.74173046875,15.6535595703125,729,19683,169,0,0,183.489274414062,199.2207918639,162.351695338272
0,26,16,0,0,1,0,2.93889990234375,1.2174189453125,14.5703798828125,676,17576,256,0,0,47.0223984375,8.6371326359961,1.4821088884058
0,28,17,0,0,1,0,17.339509765625,15.344849609375,20.44730078125,784,21952,289,0,0,294.771666015625,300.658598912205,235.464409534336
0,35,14,0,0,1,0,25.8623203125,15.2463896484375,25.564669921875,1225,42875,196,0,0,362.072484375,668.85961194635,232.452397311982
0,29,16,0,0,1,0,22.713779296875,25.24355078125,0,841,24389,256,0,0,363.42046875,515.915769947147,637.236856045547
0,49,11,0,0,1,1,25.8623203125,10.5253095703125,25.564669921875,2401,117649,121,0,0,284.4855234375,668.85961194635,110.782141550912
0,17,11,0,0,0,1,0,0,1.60924401855469,289,4913,121,1,1,0,0,0
0,34,16,0,0,1,0,0,0,0,1156,39304,256,1,1,0,0,0
0,22,12,0,0,1,0,22.6824296875,20.355970703125,19.83405078125,484,10648,144,0,0,272.18915625,514.492616528381,414.365543266483
0,16,9,0,0,0,1,0,0,8.7200654296875,256,4096,81,1,1,0,0,0
0,21,12,0,0,1,0,15.38416015625,13.0371298828125,18.52330078125,441,9261,144,0,0,184.609921875,236.67238371315,169.966755581323
0,32,9,0,0,1,1,13.3817900390625,8.5505810546875,0,1024,32768,81,0,0,120.436110351562,179.072304649552,73.1124363727808
0,55,12,0,0,1,0,25.860359375,5.29577392578125,5.64639306640625,3025,166375,144,0,0,310.3243125,668.75818700415,28.0452214729846
0,16,10,0,0,0,1,0,0,14.23198046875,256,4096,100,1,1,0,0,0
0,39,12,0,0,1,0,23.41716015625,15.710080078125,0,1521,59319,144,0,0,281.005921875,548.363389783462,246.8066160611
0,29,12,0,0,1,0,15.303830078125,6.93212890625,24.290869140625,841,24389,144,0,0,183.6459609375,234.207215060123,48.0544111728668
0,25,14,0,0,1,0,25.8623203125,22.894650390625,25.564669921875,625,15625,196,0,0,362.072484375,668.85961194635,524.165016508945
0,25,12,0,0,1,0,17.743119140625,11.928919921875,17.800689453125,625,15625,144,0,0,212.9174296875,314.818276838413,142.299130502506
0,29,11,0,0,0,1,16.2599599609375,5.217,13.5758701171875,841,24389,121,0,0,178.859559570313,264.386297931291,27.217089
0,30,12,0,0,1,0,15.8426298828125,3.80443505859375,25.564669921875,900,27000,144,0,0,190.11155859375,250.988921603784,14.4737261150572
0,24,11,0,0,1,1,17.472740234375,17.804759765625,19.46608984375,576,13824,121,0,0,192.200142578125,305.296651297947,317.009470311619
0,25,9,0,0,1,1,10.1039404296875,9.5549521484375,15.1954599609375,625,15625,81,0,0,90.9354638671875,102.089612206674,91.2971105589304
0,51,11,0,0,1,1,0,0,0,2601,132651,121,1,1,0,0,0
0,17,11,0,0,0,1,0.834647705078125,0.510241912841797,5.7882548828125,289,4913,121,0,0,9.18112475585938,0.696636791592181,0.260346809620456
0,43,13,0,0,1,0,15.52523046875,0.429677398681641,6.632037109375,1849,79507,169,0,0,201.82799609375,241.032781107803,0.184622666937822
0,41,12,0,0,1,0,8.6344892578125,10.7473095703125,0.0472872505187988,1681,68921,144,0,0,103.61387109375,74.5544047432795,115.504663000131
0,18,11,0,0,0,1,0,0,0,324,5832,121,1,1,0,0,0
0,23,12,0,0,1,0,18.66201953125,11.12148046875,6.47096484375,529,12167,144,0,0,223.944234375,348.270972984756,123.687327816788
0,36,12,0,0,1,0,13.8618095703125,4.29677392578125,10.704650390625,1296,46656,144,0,0,166.34171484375,192.149764563607,18.4622661692736
0,22,12,0,0,1,0,14.17725,12.8921103515625,9.5712353515625,484,10648,144,0,0,170.127,200.9944175625,166.206509316865
0,18,12,0,0,1,0,0,2.70875805664063,8.5205712890625,324,5832,144,1,0,0,0,7.3373702094155
0,27,14,0,0,1,0,14.574990234375,11.6979697265625,9.0185654296875,729,19683,196,0,0,204.04986328125,212.430340332127,136.842495723573
0,50,10,0,0,1,1,17.1749296875,15.011849609375,18.5809296875,2500,125000,100,0,0,171.749296875,294.978209770569,225.355628694492
0,29,12,0,0,1,0,15.9268798828125,4.38987109375,10.7548896484375,841,24389,144,0,0,191.12255859375,253.665502801538,19.2709682197418
0,52,12,0,0,1,0,25.8623203125,23.370869140625,22.09644921875,2704,140608,144,0,0,310.34784375,668.85961194635,546.197524388218
0,22,12,0,0,0,0,11.4264404296875,13.1839404296875,6.2965927734375,484,10648,144,0,0,137.11728515625,130.563540893197,173.816285253549
0,32,12,0,0,1,0,10.3390498046875,13.268080078125,4.42431298828125,1024,32768,144,0,0,124.06859765625,106.895950863809,176.041948959537
0,42,12,0,0,1,0,0.421242401123047,0,0,1764,74088,144,0,1,5.05490881347656,0.17744516050391,0
0,18,11,0,0,0,1,2.06506689453125,1.76704797363281,4.09330297851563,324,5832,121,0,0,22.7157358398437,4.26450127888894,3.12245854111983
0,22,12,0,0,1,0,15.2803203125,20.3147890625,0,484,10648,144,0,0,183.36384375,233.4881888526,412.69065465387
0,35,12,0,0,1,0,24.2459296875,25.24355078125,0,1225,42875,144,0,0,290.95115625,587.865106411194,637.236856045547
0,21,12,0,0,0,0,9.2614541015625,5.11137109375,16.1737197265625,441,9261,144,0,0,111.13744921875,85.7745320753488,26.1261144580231
0,29,13,0,0,1,0,6.718326171875,8.8155478515625,6.1946298828125,841,24389,169,0,0,87.338240234375,45.1359065517006,77.7138839231882
0,34,12,0,0,0,0,10.2469697265625,0,0,1156,39304,144,0,1,122.96363671875,105.000388577088,0
0,22,16,0,0,0,0,3.89502197265625,13.959150390625,13.9615595703125,484,10648,256,0,0,62.3203515625,15.171196167475,194.857879628086
0,20,12,0,0,1,0,2.711625,13.871419921875,17.485939453125,400,8000,144,0,0,32.5395,7.352910140625,192.416290648991
0,28,8,0,0,1,1,0,0,1.59003405761719,784,21952,64,1,1,0,0,0
0,47,13,0,0,1,0,16.1855,15.01901953125,0.286678985595703,2209,103823,169,0,0,210.4115,261.97041025,225.570947680069
0,25,7,0,0,1,1,3.61876611328125,7.9472421875,13.119259765625,625,15625,49,0,0,25.3313627929688,13.0954681826327,63.1586583867798
0,29,12,0,0,1,0,19.886560546875,14.4837099609375,20.168009765625,841,24389,144,0,0,238.6387265625,395.475290384525,209.77785423256
0,29,17,0,0,1,0,15.2901201171875,15.2159501953125,18.747919921875,841,24389,289,0,0,259.932041992188,233.787773198022,231.525140346231
0,29,18,0,0,1,0,18.50723046875,20.839349609375,25.564669921875,841,24389,324,0,0,333.1301484375,342.517579623428,434.278492141758
0,44,10,0,0,1,1,23.015509765625,20.32016015625,11.1996904296875,1936,85184,100,0,0,230.15509765625,529.71368977158,412.90890877565
0,19,13,0,0,1,0,1.07955603027344,3.02922607421875,16.2077099609375,361,6859,169,0,0,14.0342283935547,1.16544122249974,9.17621060872674
0,23,14,0,0,0,0,3.89894091796875,4.9860478515625,8.6491337890625,529,12167,196,0,0,54.5851728515625,15.201740281811,24.860673178071
0,19,13,0,0,0,0,2.3667939453125,1.70975805664062,0,361,6859,169,0,0,30.7683212890625,5.60171357956791,2.92327261224753
0,17,10,0,0,0,1,2.03371899414062,0.556790283203125,8.26196875,289,4913,100,0,0,20.3371899414062,4.13601294712836,0.310015419469416
0,51,12,0,0,1,0,2.48631005859375,3.32462890625,2.48553588867187,2601,132651,144,0,0,29.835720703125,6.18173770746446,11.0531573642731
0,19,12,0,0,0,0,0,0,10.8066103515625,361,6859,144,1,1,0,0,0
0,19,11,0,0,0,1,0.8464033203125,1.03122595214844,3.52585595703125,361,6859,121,0,0,9.3104365234375,0.716398580636024,1.06342696438445
0,54,12,0,0,0,0,23.091919921875,21.4641796875,20.898009765625,2916,157464,144,0,0,277.1030390625,533.236765678287,460.711009657288
0,29,16,0,0,0,0,3.88914501953125,17.60066015625,3.9366640625,841,24389,256,0,0,62.2263203125,15.1254489829447,309.783237935806
0,29,12,0,0,1,0,23.991220703125,15.67248046875,21.428509765625,841,24389,144,0,0,287.8946484375,575.578670826054,245.62664404335
0,37,8,0,0,1,1,4.78256982421875,4.91980615234375,5.95080517578125,1369,50653,64,0,0,38.26055859375,22.8729741235278,24.2044925766394
0,42,12,0,0,1,0,25.8623203125,25.223849609375,22.85894921875,1764,74088,144,0,0,310.34784375,668.85961194635,636.242589116367
0,48,14,0,0,1,0,21.410869140625,16.771740234375,25.564669921875,2304,110592,196,0,0,299.75216796875,458.425317356968,281.291270489353
0,21,12,0,0,0,0,2.04155603027344,0.281080596923828,9.1752041015625,441,9261,144,0,0,24.4986723632813,4.16795102474584,0.0790063019670555
0,25,12,0,0,1,0,17.94883984375,17.44848046875,21.478759765625,625,15625,144,0,0,215.386078125,322.160851736588,304.44947066835
0,39,13,0,0,1,0,6.1305458984375,9.2577578125,1.52501403808594,1521,59319,169,0,0,79.6970966796875,37.5835930128489,85.7060797149048
0,19,12,0,0,1,0,8.5188916015625,14.5159404296875,3.20814404296875,361,6859,144,0,0,102.22669921875,72.5715141191721,210.712526558236
0,26,12,0,0,1,0,15.1372998046875,17.421630859375,21.70041015625,676,17576,144,0,0,181.64759765625,229.137845376992,303.513221800327
0,20,11,0,0,1,1,4.5454990234375,10.24423046875,25.564669921875,400,8000,121,0,0,50.0004892578125,20.6615613720713,104.944257896866
0,52,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,2704,140608,144,0,0,310.34784375,668.85961194635,637.236856045547
0,30,10,0,0,1,1,17.082849609375,25.24355078125,25.564669921875,900,27000,100,0,0,170.82849609375,291.823750776524,637.236856045547
0,27,12,0,0,1,0,25.8623203125,23.81666015625,25.564669921875,729,19683,144,0,0,310.34784375,668.85961194635,567.233300998306
0,29,14,0,0,1,0,21.571529296875,4.92338720703125,25.564669921875,841,24389,196,0,0,302.00141015625,465.330876205936,24.239741590359
0,24,16,0,0,1,0,7.14152685546875,19.11348046875,21.52751953125,576,13824,256,0,0,114.2644296875,51.0014058273814,365.325135629288
0,22,12,0,0,1,0,10.79948046875,12.4015595703125,12.4350703125,484,10648,144,0,0,129.593765625,116.628778394913,153.79867977601
0,40,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,1600,64000,144,0,0,310.34784375,668.85961194635,637.236856045547
0,45,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,2025,91125,144,0,0,310.34784375,668.85961194635,637.236856045547
0,27,16,0,0,1,0,18.744310546875,20.053400390625,0,729,19683,256,0,0,299.90896875,351.349177877689,402.138867226719
0,20,12,0,0,0,0,1.69084704589844,0,1.63141003417969,400,8000,144,0,1,20.2901645507812,2.85896373262347,0
0,22,12,0,0,0,0,11.8535595703125,16.139759765625,16.776630859375,484,10648,144,0,0,142.24271484375,140.506874486947,260.491845292088
0,50,12,0,0,1,0,25.8623203125,0,25.019390625,2500,125000,144,0,1,310.34784375,668.85961194635,0
0,29,9,0,0,1,1,16.4402109375,16.761,18.830669921875,841,24389,81,0,0,147.9618984375,270.280535669495,280.931121
0,25,9,0,0,1,1,23.377970703125,1.90132299804688,1.89887902832031,625,15625,81,0,0,210.401736328125,546.529514196171,3.61502914290196
0,27,12,0,0,1,0,21.55976953125,21.909970703125,21.632439453125,729,19683,144,0,0,258.717234375,464.823662240616,480.046816211796
0,51,18,0,0,1,0,8.889193359375,24.437900390625,11.4893203125,2601,132651,324,0,0,160.00548046875,79.0177585803566,597.210975502109
0,32,16,0,0,0,0,10.96798046875,14.35123046875,23.1072109375,1024,32768,256,0,0,175.4876875,120.296595562881,205.957815967178
0,26,12,0,0,0,0,19.0734609375,21.609189453125,24.03966015625,676,17576,144,0,0,228.88153125,363.796912134338,466.957068821049
0,19,12,0,0,1,0,11.018919921875,12.1348095703125,20.874369140625,361,6859,144,0,0,132.2270390625,121.416596244694,147.253603307748
0,33,12,0,0,1,0,18.02330078125,18.520890625,18.1479609375,1089,35937,144,0,0,216.279609375,324.839371051407,343.023389543213
0,30,18,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,900,27000,324,0,0,465.521765625,668.85961194635,637.236856045547
0,21,14,0,0,0,0,3.33663110351563,3.84740307617187,5.6197939453125,441,9261,196,0,0,46.7128354492188,11.1331071209479,14.8025104305368
0,37,12,0,0,1,0,17.43551953125,17.077890625,17.338169921875,1369,50653,144,0,0,209.226234375,303.9973413246,291.654348199463
0,51,8,0,0,1,1,5.513376953125,4.7712099609375,5.8251982421875,2601,132651,64,0,0,44.107015625,30.3973254272499,22.7644444913492
0,52,12,0,0,1,0,25.8623203125,18.621150390625,8.0196220703125,2704,140608,144,0,0,310.34784375,668.85961194635,346.747241870274
0,28,17,1,0,0,0,3.13482690429688,3.24227392578125,0,784,21952,289,0,0,53.2920573730469,9.82713971990353,10.512340209801
0,18,12,0,0,0,0,0,0,15.0240498046875,324,5832,144,1,1,0,0,0
0,17,11,0,0,0,1,0.7249287109375,2.52077392578125,2.7204951171875,289,4913,121,0,0,7.9742158203125,0.525521635941505,6.35430118489862
0,40,18,0,0,1,0,13.812830078125,0,25.564669921875,1600,64000,324,0,1,248.63094140625,190.794274767155,0
0,22,12,0,0,0,0,7.89780419921875,25.24355078125,24.6277890625,484,10648,144,0,0,94.773650390625,62.3753111691973,637.236856045547
0,36,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,1296,46656,144,0,0,310.34784375,668.85961194635,637.236856045547
0,36,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,1296,46656,144,0,0,310.34784375,668.85961194635,637.236856045547
0,30,13,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,900,27000,169,0,0,336.2101640625,668.85961194635,637.236856045547
0,27,12,0,0,1,0,20.4645390625,22.259080078125,0,729,19683,144,0,0,245.57446875,418.797359040588,495.466645924381
0,24,16,0,0,0,0,2.56859912109375,2.442,15.8471396484375,576,13824,256,0,0,41.0975859375,6.59770144488358,5.963364
0,26,16,0,0,1,0,16.10125,17.6346796875,25.564669921875,676,17576,256,0,0,257.62,259.2502515625,310.981927680725
0,47,12,0,0,1,0,23.43675,20.962890625,20.903919921875,2209,103823,144,0,0,281.241,549.2812505625,439.442783355713
0,30,12,0,0,1,0,25.8623203125,25.24355078125,25.564669921875,900,27000,144,0,0,310.34784375,668.85961194635,637.236856045547
0,21,14,0,0,1,0,15.7916904296875,19.01501953125,24.095810546875,441,9261,196,0,0,221.083666015625,249.377486627084,361.570967773819
0,35,12,0,0,1,0,22.533529296875,0.456532287597656,7.28814697265625,1225,42875,144,0,0,270.4023515625,507.759942573124,0.208421729619149
0,47,11,0,0,1,1,25.8623203125,25.24355078125,25.564669921875,2209,103823,121,0,0,284.4855234375,668.85961194635,637.236856045547
0,28,14,0,0,0,0,1.220623046875,14.0397099609375,10.775580078125,784,21952,196,0,0,17.08872265625,1.48992062256241,197.113455787248
0,30,12,0,0,1,0,15.26073046875,13.8141298828125,25.564669921875,900,27000,144,0,0,183.128765625,232.889894439835,190.830184419213
0,49,14,0,0,1,0,25.8623203125,25.24355078125,0,2401,117649,196,0,0,362.072484375,668.85961194635,637.236856045547
