rownames,wage,lwage,sex,shs,hsg,scl,clg,ad,mw,so,we,ne,exp1,exp2,exp3,exp4,occ,occ2,ind,ind2
5839,16.826923076923077,2.822980167776187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,12.96,46.656,167.9616,9130,22,6390,10
5848,14.084134615384615,2.645048959283525,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,8.41,24.389,70.7281,4760,16,4870,9
5849,12.01923076923077,2.486507931154974,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,13.69,50.653,187.4161,8140,21,3960,6
5855,20.192307692307693,3.005301724570142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,4.0,8.0,16.0,1050,3,3365,6
5889,13.663967611336032,2.614762266678653,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,4760,16,5380,9
5892,12.637362637362637,2.536657714840446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.16,0.064,0.0256,2600,9,8560,19
5893,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,4.84,10.648,23.4256,2000,6,7860,17
5895,59.171597633136095,4.080441657053109,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.001,0.0001,2710,9,7470,14
5898,8.5,2.1400661634962708,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.36,0.216,0.1296,5240,17,5380,9
5899,67.3076923076923,4.209274528896078,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,5.76,13.824,33.1776,2100,7,7270,14
5902,29.807692307692307,3.3947664913318647,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,1460,4,7290,14
5903,16.826923076923077,2.822980167776187,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3160,10,8190,18
5913,64.90384615384616,4.172906884725203,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.16,0.064,0.0256,2710,9,6670,11
5915,20.096153846153847,3.000528445817484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,4040,13,8680,20
5916,16.483516483516482,2.8023608805734512,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.36,0.216,0.1296,4130,13,8680,20
5917,30.665280665280665,3.4231310916622046,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,10.24,32.768,104.8576,2430,8,6770,11
5918,16.025641025641026,2.7741900036067553,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,4.0,8.0,16.0,4010,13,8660,20
5919,20.673076923076923,3.028832221980336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,5240,17,4970,9
5922,15.865384615384615,2.7641396677532537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,2200,8,7870,17
5925,9.615384615384615,2.2633643798407643,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,5.29,12.167,27.9841,220,1,770,4
5930,51.282051282051285,3.937340813412436,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,4.41,9.261,19.4481,5240,17,5470,9
5933,43.26923076923077,3.7674417766170385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.25,0.125,0.0625,1020,3,7380,14
5936,12.01923076923077,2.486507931154974,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,3510,10,8190,18
5941,18.990384615384617,2.9439327781938496,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,9.0,27.0,81.0,4620,15,8270,18
5943,19.71153846153846,2.981204172991081,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.001,0.0001,4850,16,4170,7
5946,18.803418803418804,2.934038704548651,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.01,0.001,0.0001,2200,8,7870,17
5955,16.826923076923077,2.822980167776187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,21.16,97.336,447.7456,4140,13,8680,20
5957,21.978021978021978,3.0900429530252325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.001,0.0001,120,1,4470,8
5962,21.153846153846153,3.0518217402050345,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.64,0.512,0.4096,4810,16,6990,12
5963,27.884615384615383,3.3280751168331926,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.36,0.216,0.1296,2310,8,7860,17
5966,27.16346153846154,3.301872744439169,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,2145,7,7270,14
5971,13.461538461538462,2.5998366164619773,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35.0,12.25,42.875,150.0625,7700,21,3380,6
5980,19.23076923076923,2.9565115604007097,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800,2,7280,14
5984,86.53846153846153,4.4605889571769834,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,3050,10,2190,5
5989,23.557692307692307,3.1594524043974,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,0.5625,0.421875,0.31640625,3420,10,5070,9
5990,16.60839160839161,2.8099080862088344,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,1e+05,15,8090,18
5991,20.0,2.995732273553991,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,14.44,54.872,208.5136,540,2,6990,12
5992,10.576923076923077,2.358674559645089,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,160,1,6170,10
5993,31.25,3.4420193761824107,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,1240,3,7490,14
5994,14.423076923076923,2.668829487948929,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,725,2,7870,17
5995,16.826923076923077,2.822980167776187,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3150,10,8190,18
5998,21.634615384615383,3.074294596057093,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,2920,9,9570,22
6002,16.826923076923077,2.822980167776187,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,0.3025,0.166375,0.09150625,850,2,6870,12
6004,20.673076923076923,3.028832221980336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,12.25,42.875,150.0625,5000,17,8190,18
6005,16.826923076923077,2.822980167776187,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3245,10,8370,18
6008,10.989010989010989,2.396895772465287,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.1225,0.042875,0.01500625,5400,17,7970,18
6015,12.307692307692308,2.5102244577722903,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.09,0.027,0.0081,430,1,7080,13
6017,24.03846153846154,3.1796551117149194,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,15.21,59.319,231.3441,4920,16,7070,13
6022,30.76923076923077,3.4265151896464454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,1.44,1.728,2.0736,160,1,4170,7
6028,21.978021978021978,3.0900429530252325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.001,0.0001,120,1,4470,8
6034,11.057692307692308,2.403126322215923,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,3600,11,8190,18
6061,30.0,3.4011973816621555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,2.56,4.096,6.5536,110,1,7380,14
6067,4.326923076923077,1.4648566836229928,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.09,0.027,0.0081,3645,11,8090,18
6078,23.931623931623932,3.1752007613655393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.36,0.216,0.1296,1540,4,770,4
6079,14.423076923076923,2.668829487948929,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.09,0.027,0.0081,6520,19,770,4
6082,9.23076923076923,2.222542385320509,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.21,1.331,1.4641,9130,22,8680,20
6083,12.98076923076923,2.5634689722911026,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,1.96,2.744,3.8416,5110,17,8090,18
6084,11.428571428571429,2.436116485618568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,4.41,9.261,19.4481,1e+05,15,1e+05,21
6096,23.557692307692307,3.1594524043974,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,13.69,50.653,187.4161,3630,11,9480,22
6100,14.423076923076923,2.668829487948929,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,1.0,4300,15,8590,19
6122,7.211538461538462,1.9756823073889835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,9.0,27.0,81.0,9130,22,5090,9
6126,10.989010989010989,2.396895772465287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,3.24,5.832,10.4976,4850,16,4470,8
6130,19.23076923076923,2.9565115604007097,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.5,3.0625,5.359375,9.37890625,310,1,8680,20
6132,9.615384615384615,2.2633643798407643,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.16,0.064,0.0256,2000,6,8370,18
6133,9.615384615384615,2.2633643798407643,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.001,0.0001,4720,16,8680,20
6134,15.865384615384615,2.7641396677532537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,8.41,24.389,70.7281,3930,12,7680,16
6137,25.641025641025642,3.2441936328524905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,4.0,8.0,16.0,6820,19,770,4
6142,36.53846153846154,3.5983654465731045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,1520,4,490,2
6146,19.23076923076923,2.9565115604007097,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,4320,15,8990,21
6150,33.65384615384615,3.5161273483361324,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,2.25,3.375,5.0625,800,2,3490,6
6152,39.73365384615385,3.6821985325284365,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,10.24,32.768,104.8576,2310,8,7860,17
6160,22.094017094017094,3.0953068521447733,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.96,2.744,3.8416,20,1,5380,9
6161,12.237762237762238,2.5045264366576525,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.25,0.125,0.0625,2320,8,7860,17
6166,14.5,2.6741486494265287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.5,7.5625,20.796875,57.19140625,4250,14,7770,16
6176,20.97902097902098,3.0435229373903394,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.5,8.7025,25.672375,75.73350625,3535,10,8190,18
6192,22.5,3.1135153092103742,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,7.84,21.952,61.4656,860,2,6990,12
6198,42.30769230769231,3.74496892076498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,1300,4,7290,14
6201,42.30769230769231,3.74496892076498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.81,0.729,0.6561,1300,4,7290,14
6210,13.942307692307692,2.634927936273247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.69,2.197,2.8561,9620,22,4870,9
6236,8.653846153846153,2.158003864182938,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,4.41,9.261,19.4481,5620,17,4265,7
6241,57.69230769230769,4.05512384906882,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35.0,12.25,42.875,150.0625,1720,5,7890,17
6252,25.0,3.2188758248682006,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,33.0,10.89,35.937,118.5921,420,1,8270,18
6256,24.03846153846154,3.1796551117149194,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,2000,6,8370,18
6258,24.03846153846154,3.1796551117149194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,7.84,21.952,61.4656,4220,14,7860,17
6260,20.917678812415655,3.040594677611251,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.16,0.064,0.0256,430,1,6890,12
6270,8.653846153846153,2.158003864182938,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,4110,13,8680,20
6274,9.615384615384615,2.2633643798407643,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.49,0.343,0.2401,5620,17,4970,9
6277,22.8,3.126760535960395,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.04,0.008,0.0016,7840,21,1270,5
6281,24.08653846153846,3.1816531143775926,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,4.41,9.261,19.4481,5000,17,4670,9
6291,33.41346153846154,3.50895885885752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,7.29,19.683,53.1441,7150,20,8770,21
6292,17.94871794871795,2.887518688913758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,3.61,6.859,13.0321,150,1,4290,7
6293,15.865384615384615,2.7641396677532537,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,2.7225,4.492125,7.41200625,1e+05,17,7590,16
6306,24.03846153846154,3.1796551117149194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.64,0.512,0.4096,20,1,2570,6
6310,14.0,2.6390573296152584,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0.2025,0.091125,0.04100625,9130,22,2490,6
6314,33.65384615384615,3.5161273483361324,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,5.29,12.167,27.9841,8965,21,3895,6
6318,16.17132867132867,2.783239839126673,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,5.76,13.824,33.1776,9620,22,4070,7
6323,12.651821862348179,2.5378012255425246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36.0,12.96,46.656,167.9616,5860,17,8090,18
6343,16.642011834319526,2.811930331589602,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.56,4.096,6.5536,4700,16,5390,9
6368,9.89010989010989,2.2915352568074607,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.5,1.1025,1.157625,1.21550625,4610,15,8290,18
6370,23.076923076923077,3.138833117194664,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.56,4.096,6.5536,7750,21,3570,6
6374,16.826923076923077,2.822980167776187,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.09,0.027,0.0081,1107,3,7370,14
6377,12.5,2.5257286443082556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.49,0.343,0.2401,7750,21,3190,6
6383,10.576923076923077,2.358674559645089,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.001,0.0001,5360,17,1280,5
6386,13.461538461538462,2.5998366164619773,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.5,0.7225,0.614125,0.52200625,2000,6,3970,6
6404,9.134615384615385,2.2120710854532137,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,3.61,6.859,13.0321,4020,13,8680,20
6407,21.115384615384617,3.050001903488049,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,8740,21,2670,6
6425,11.538461538461538,2.445685936634719,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18.5,3.4225,6.331625,11.71350625,4720,16,8590,19
6431,15.384615384615385,2.7333680090865,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.0,13.69,50.653,187.4161,5620,17,4970,9
6434,16.304347826086957,2.791431810041261,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,9620,22,1270,5
6440,9.861932938856016,2.2886821878250543,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.16,0.064,0.0256,5620,17,4970,9
6445,12.01923076923077,2.486507931154974,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.5,1.1025,1.157625,1.21550625,7750,21,3570,6
6452,11.888111888111888,2.4755388997844,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.81,0.729,0.6561,310,1,8680,20
6457,14.43173076923077,2.6694293080208964,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.5,8.1225,23.149125,65.97500625,430,1,7770,16
6458,34.61538461538461,3.544298225302829,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.0,6.76,17.576,45.6976,7700,21,3170,6
6459,11.920192307692307,2.4782337947027284,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2.89,4.913,8.3521,5300,17,8660,20
6460,10.0,2.302585092994046,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,5.76,13.824,33.1776,5610,17,2170,5
6461,26.39423076923077,3.2731454548022585,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,6.76,17.576,45.6976,7750,21,3490,6
6465,12.01923076923077,2.486507931154974,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,4610,15,8290,18
6472,11.859615384615385,2.47313896341602,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.5,2.1025,3.048625,4.42050625,8965,21,2170,5
6478,19.23076923076923,2.9565115604007097,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,4.0,8.0,16.0,5700,17,8190,18
6481,15.865384615384615,2.7641396677532537,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.49,0.343,0.2401,2145,7,7270,14
6533,13.675213675213675,2.6155849734301166,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,18.49,79.507,341.8801,8720,21,3960,6
6534,14.423076923076923,2.668829487948929,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,2145,7,7270,14
6536,18.5,2.917770732084279,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.21,1.331,1.4641,6320,19,770,4
6538,23.846153846153847,3.1716229400176554,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.69,2.197,2.8561,4760,16,4670,9
6539,18.32451923076923,2.9082400117270106,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,5860,17,6880,12
6542,19.23076923076923,2.9565115604007097,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.56,4.096,6.5536,7700,21,3980,6
6544,16.826923076923077,2.822980167776187,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.5,0.9025,0.857375,0.81450625,8220,21,2770,6
6565,20.192307692307693,3.005301724570142,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.25,0.125,0.0625,7750,21,3570,6
6575,14.423076923076923,2.668829487948929,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.25,0.125,0.0625,2330,8,7860,17
6601,14.215686274509803,2.654346022130349,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.5,8.7025,25.672375,75.73350625,7855,21,1270,5
6606,12.01923076923077,2.486507931154974,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.49,0.343,0.2401,9130,22,490,2
6607,19.423076923076923,2.9664618912538776,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,5.76,13.824,33.1776,430,1,680,3
6625,19.758497316636852,2.9835836426991182,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.5,9.3025,28.372625,86.53650625,1006,3,9170,21
6633,20.97902097902098,3.0435229373903394,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.001,0.0001,4700,16,4870,9
6639,11.538461538461538,2.445685936634719,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.001,0.0001,5400,17,6870,12
6640,23.076923076923077,3.138833117194664,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,3.24,5.832,10.4976,4700,16,5275,9
6645,29.615384615384617,3.3882939768262474,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.16,0.064,0.0256,120,1,2390,5
6646,33.76068376068376,3.5192969230974116,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.001,0.0001,565,2,7790,16
6648,51.282051282051285,3.937340813412436,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,1.21,1.331,1.4641,430,1,390,2
6649,17.094017094017094,2.8387285247443264,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.5,1.5625,1.953125,2.44140625,220,1,770,4
6661,27.77777777777778,3.324236340526027,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,7150,20,8770,21
6668,27.403846153846153,3.3106833741213237,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,8.41,24.389,70.7281,3400,10,8180,18
6669,17.307692307692307,2.8511510447428834,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,9.61,29.791,92.3521,3400,10,8180,18
6672,60.43956043956044,4.101643864703712,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.001,0.0001,430,1,6670,11
6673,35.714285714285715,3.575550768806933,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.001,0.0001,430,1,6670,11
6680,9.615384615384615,2.2633643798407643,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,12.25,42.875,150.0625,20,1,670,3
6682,12.01923076923077,2.486507931154974,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.5,0.9025,0.857375,0.81450625,5610,17,4290,7
6690,36.86274509803921,3.607201423099669,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,1.96,2.744,3.8416,9510,22,770,4
6695,33.06826923076923,3.498574189088543,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.69,2.197,2.8561,7330,20,2670,6
6700,37.5,3.624340932976365,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.0,14.44,54.872,208.5136,2310,8,7860,17
6715,8.653846153846153,2.158003864182938,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.5,1.3225,1.520875,1.74900625,4020,13,8680,20
6726,5.288461538461538,1.665527379085144,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.5,1.8225,2.460375,3.32150625,7950,21,2370,5
6739,12.98076923076923,2.5634689722911026,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.25,0.125,0.0625,4700,16,4970,9
6747,14.957264957264957,2.7051971321198036,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2.89,4.913,8.3521,4700,16,4690,9
6775,11.0,2.3978952727983707,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,1.69,2.197,2.8561,2300,8,8470,18
6778,34.96503496503497,3.5543485611563304,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.5,4.2025,8.615125,17.66100625,4760,16,4670,9
6799,51.70940170940171,3.945639616227131,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.5,6.5025,16.581375,42.28250625,4760,16,4690,9
6800,23.076923076923077,3.138833117194664,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.21,1.331,1.4641,2310,8,7860,17
6818,30.21978021978022,3.408496684143767,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,2330,8,7860,17
6825,19.23076923076923,2.9565115604007097,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.25,0.125,0.0625,60,1,7390,14
