"","wage","lwage","sex","shs","hsg","scl","clg","ad","mw","so","we","ne","exp1","exp2","exp3","exp4","occ","occ2","ind","ind2"
"8355",16.8269230769231,2.82298016777619,1,0,0,0,1,0,1,0,0,0,7,0.49,0.343,0.2401,"4920","16","9370","22"
"8358",33.6538461538462,3.51612734833613,0,0,0,1,0,0,1,0,0,0,7,0.49,0.343,0.2401,"4760","16","4795","9"
"8359",48.0769230769231,3.87280229227486,1,0,0,0,1,0,1,0,0,0,2,0.04,0.008,0.0016,"310","1","8660","20"
"8362",12.0192307692308,2.48650793115497,1,0,1,0,0,0,1,0,0,0,18,3.24,5.832,10.4976,"4220","14","3990","6"
"8363",20.5128205128205,3.02105008153828,0,0,0,0,1,0,1,0,0,0,3,0.09,0.027,0.0081,"430","1","770","4"
"8366",17.5675675675676,2.86605445024546,1,0,0,0,0,1,1,0,0,0,1,0.01,0.001,1e-04,"3230","10","7860","17"
"8370",14.4230769230769,2.66882948794893,0,0,1,0,0,0,1,0,0,0,27,7.29,19.683,53.1441,"4220","14","2670","6"
"8371",9.61538461538461,2.26336437984076,1,0,1,0,0,0,1,0,0,0,31,9.61,29.791,92.3521,"3600","11","7970","18"
"8373",16.8269230769231,2.82298016777619,1,0,0,0,1,0,1,0,0,0,2,0.04,0.008,0.0016,"5600","17","8660","20"
"8374",19.2307692307692,2.95651156040071,1,0,0,0,1,0,1,0,0,0,2,0.04,0.008,0.0016,"530","2","7570","15"
"8382",12.0192307692308,2.48650793115497,1,0,0,1,0,0,1,0,0,0,29,8.41,24.389,70.7281,"6440","19","7980","18"
"8383",9.23076923076923,2.22254238532051,1,1,0,0,0,0,1,0,0,0,29.5,8.7025,25.672375,75.73350625,"4600","15","6180","10"
"8407",34.1880341880342,3.53187570530427,0,0,0,0,0,1,1,0,0,0,2,0.04,0.008,0.0016,"2100","7","7270","14"
"8408",19.2307692307692,2.95651156040071,1,0,0,0,1,0,1,0,0,0,2,0.04,0.008,0.0016,"2000","6","7860","17"
"8466",21.6346153846154,3.07429459605709,1,0,0,0,0,1,1,0,0,0,6,0.36,0.216,0.1296,"3540","10","8180","18"
"8468",14.4230769230769,2.66882948794893,1,0,0,0,1,0,1,0,0,0,1,0.01,0.001,1e-04,"5350","17","4080","7"
"8469",18.2692307692308,2.90521826601316,0,0,0,0,1,0,1,0,0,0,6,0.36,0.216,0.1296,"2000","6","8190","18"
"8471",16.0839160839161,2.77781977165733,0,0,1,0,0,0,1,0,0,0,5,0.25,0.125,0.0625,"7200","20","8770","21"
"8474",12.0192307692308,2.48650793115497,0,0,0,1,0,0,1,0,0,0,20,4,8,16,"3649","11","9370","22"
"8477",25,3.2188758248682,0,0,1,0,0,0,1,0,0,0,38,14.44,54.872,208.5136,"9130","22","6170","10"
"8478",12.5,2.52572864430826,1,0,1,0,0,0,1,0,0,0,36,12.96,46.656,167.9616,"5240","17","3875","6"
"8482",16.2393162393162,2.78743523035678,0,0,0,1,0,0,1,0,0,0,21.5,4.6225,9.938375,21.36750625,"430","1","6290","10"
"8483",32.0512820512821,3.4673371841667,0,0,0,0,1,0,1,0,0,0,1,0.01,0.001,1e-04,"7200","20","4690","9"
"8496",31.8269230769231,3.46031256922974,0,0,0,0,1,0,1,0,0,0,6,0.36,0.216,0.1296,"4840","16","6290","10"
"8497",23.0769230769231,3.13883311719466,0,0,0,0,1,0,1,0,0,0,1,0.01,0.001,1e-04,"4850","16","4580","8"
"8506",16.8269230769231,2.82298016777619,1,0,0,1,0,0,1,0,0,0,9.5,0.9025,0.857375,0.81450625,"5240","17","6170","10"
"8511",28.6324786324786,3.35454169002136,0,0,0,0,1,0,1,0,0,0,3,0.09,0.027,0.0081,"1530","4","7290","14"
"8515",24.7863247863248,3.21029208117681,0,0,1,0,0,0,1,0,0,0,39,15.21,59.319,231.3441,"9130","22","6380","10"
"8516",16.8269230769231,2.82298016777619,1,0,0,1,0,0,1,0,0,0,3,0.09,0.027,0.0081,"4920","16","7070","13"
"8517",15.3846153846154,2.7333680090865,0,0,1,0,0,0,1,0,0,0,17,2.89,4.913,8.3521,"7150","20","8770","21"
"8520",19.2307692307692,2.95651156040071,0,0,0,1,0,0,1,0,0,0,12.5,1.5625,1.953125,2.44140625,"4110","13","8680","20"
"8521",22.5961538461538,3.11777970799683,0,0,0,0,1,0,1,0,0,0,9,0.81,0.729,0.6561,"840","2","4270","7"
"8523",32.0512820512821,3.4673371841667,1,0,0,0,1,0,1,0,0,0,4,0.16,0.064,0.0256,"740","2","5590","9"
"8530",16.3461538461538,2.79399263090294,1,0,0,0,1,0,1,0,0,0,2,0.04,0.008,0.0016,"5840","17","6990","12"
"8558",17.3076923076923,2.85115104474288,1,0,1,0,0,0,1,0,0,0,15,2.25,3.375,5.0625,"5120","17","3980","6"
"8560",36.0576923076923,3.58512021982308,0,0,0,1,0,0,1,0,0,0,20,4,8,16,"3850","12","9470","22"
"8571",45.6730769230769,3.82150899788731,0,0,0,1,0,0,1,0,0,0,3.5,0.1225,0.042875,0.01500625,"1107","3","8190","18"
"8572",8.95225464190981,2.19190541585862,0,1,0,0,0,0,1,0,0,0,10,1,1,1,"7200","20","8770","21"
"8573",12.3931623931624,2.51714490061686,0,0,1,0,0,0,1,0,0,0,24,5.76,13.824,33.1776,"9610","22","4670","9"
"8574",12.8205128205128,2.55104645229255,0,0,1,0,0,0,1,0,0,0,27,7.29,19.683,53.1441,"1e+05","22","6070","10"
"8578",7.21153846153846,1.97568230738898,0,0,1,0,0,0,1,0,0,0,34,11.56,39.304,133.6336,"9640","22","7580","16"
"8584",31.25,3.44201937618241,0,0,0,0,1,0,1,0,0,0,24,5.76,13.824,33.1776,"800","2","7890","17"
"8593",12.6373626373626,2.53665771484045,1,0,0,1,0,0,1,0,0,0,15.5,2.4025,3.723875,5.77200625,"4040","13","8680","20"
"8595",21.1538461538462,3.05182174020503,0,0,0,0,1,0,1,0,0,0,2,0.04,0.008,0.0016,"2310","8","7860","17"
"8611",25.8241758241758,3.25131110062135,0,0,0,1,0,0,1,0,0,0,15,2.25,3.375,5.0625,"6440","19","770","4"
"8620",9.61538461538461,2.26336437984076,1,0,0,1,0,0,1,0,0,0,8,0.64,0.512,0.4096,"4700","16","5170","9"
"8630",33.6538461538462,3.51612734833613,1,0,1,0,0,0,1,0,0,0,20,4,8,16,"6200","19","770","4"
"8647",17.7514792899408,2.87646885272717,0,0,1,0,0,0,1,0,0,0,27,7.29,19.683,53.1441,"9130","22","770","4"
"8648",7.39644970414201,2.00100011537327,1,0,0,1,0,0,1,0,0,0,28.5,8.1225,23.149125,65.97500625,"4720","16","5380","9"
"8656",26.9230769230769,3.29298379702192,0,0,0,1,0,0,1,0,0,0,6.5,0.4225,0.274625,0.17850625,"140","1","2780","6"
"8675",27.3504273504273,3.30873215399006,1,0,0,1,0,0,1,0,0,0,36,12.96,46.656,167.9616,"5700","17","770","4"
"8676",79.3269230769231,4.37357758018735,0,0,0,1,0,0,1,0,0,0,32,10.24,32.768,104.8576,"4720","16","4970","9"
"8689",12.9807692307692,2.5634689722911,1,0,1,0,0,0,1,0,0,0,17,2.89,4.913,8.3521,"5620","17","5380","9"
"8714",13.9423076923077,2.63492793627325,1,0,0,0,0,1,1,0,0,0,25,6.25,15.625,39.0625,"3420","10","8190","18"
"8719",13.9423076923077,2.63492793627325,0,0,0,1,0,0,1,0,0,0,14.5,2.1025,3.048625,4.42050625,"9600","22","7580","16"
"8720",12.5,2.52572864430826,1,0,0,1,0,0,1,0,0,0,4,0.16,0.064,0.0256,"5700","17","9470","22"
"8722",16.3461538461538,2.79399263090294,0,0,0,1,0,0,1,0,0,0,14,1.96,2.744,3.8416,"4620","15","8590","19"
"8726",16.8269230769231,2.82298016777619,0,0,0,0,1,0,1,0,0,0,27,7.29,19.683,53.1441,"6355","19","770","4"
"8727",8.65384615384615,2.15800386418294,0,0,1,0,0,0,1,0,0,0,15,2.25,3.375,5.0625,"8740","21","9370","22"
"8730",4.32692307692308,1.46485668362299,0,0,0,1,0,0,1,0,0,0,5,0.25,0.125,0.0625,"4850","16","4195","7"
"8764",8.84615384615385,2.17998277090171,0,0,0,1,0,0,1,0,0,0,3.5,0.1225,0.042875,0.01500625,"7750","21","3570","6"
"8768",40.4444444444444,3.69992929030052,1,0,0,1,0,0,1,0,0,0,17,2.89,4.913,8.3521,"3310","10","7980","18"
"8775",18.2692307692308,2.90521826601316,1,0,0,0,0,1,1,0,0,0,2,0.04,0.008,0.0016,"2320","8","7860","17"
"8776",14.957264957265,2.7051971321198,0,0,0,0,1,0,1,0,0,0,6,0.36,0.216,0.1296,"5600","17","3070","6"
"8791",19.7115384615385,2.98120417299108,0,0,1,0,0,0,1,0,0,0,10,1,1,1,"4220","14","7860","17"
"8792",21.6346153846154,3.07429459605709,0,0,1,0,0,0,1,0,0,0,7,0.49,0.343,0.2401,"7210","20","7080","13"
"8794",19.2307692307692,2.95651156040071,1,0,0,1,0,0,1,0,0,0,18.5,3.4225,6.331625,11.71350625,"4700","16","5380","9"
"8799",36.0576923076923,3.58512021982308,0,0,1,0,0,0,1,0,0,0,20,4,8,16,"6260","19","770","4"
"8800",9.61538461538461,2.26336437984076,1,0,1,0,0,0,1,0,0,0,15,2.25,3.375,5.0625,"4720","16","4970","9"
"8802",25.9894230769231,3.25768965052026,0,0,1,0,0,0,1,0,0,0,22,4.84,10.648,23.4256,"6440","19","770","4"
"8803",16.9230769230769,2.82867818889082,0,0,0,0,1,0,1,0,0,0,3,0.09,0.027,0.0081,"20","1","4870","9"
"8834",40.3846153846154,3.69844890513009,0,0,0,0,1,0,1,0,0,0,6,0.36,0.216,0.1296,"1410","4","3080","6"
"8841",7.37179487179487,1.99766121410776,1,0,0,1,0,0,1,0,0,0,4.5,0.2025,0.091125,0.04100625,"310","1","8680","20"
"8848",10.5769230769231,2.35867455964509,0,0,1,0,0,0,1,0,0,0,13,1.69,2.197,2.8561,"6200","19","770","4"
"8850",16.3461538461538,2.79399263090294,0,0,0,1,0,0,1,0,0,0,40.5,16.4025,66.430125,269.04200625,"5000","17","8570","19"
"8856",14.4230769230769,2.66882948794893,0,0,0,1,0,0,1,0,0,0,16.5,2.7225,4.492125,7.41200625,"7200","20","8770","21"
"8880",13.663967611336,2.61476226667865,0,0,1,0,0,0,1,0,0,0,11,1.21,1.331,1.4641,"4760","16","5380","9"
"8893",24,3.17805383034795,0,0,0,1,0,0,1,0,0,0,29.5,8.7025,25.672375,75.73350625,"530","2","7570","15"
"8912",12.0192307692308,2.48650793115497,0,0,1,0,0,0,1,0,0,0,5,0.25,0.125,0.0625,"8930","21","1880","5"
"8920",55.2884615384615,4.01256423465002,0,0,0,0,1,0,1,0,0,0,14,1.96,2.744,3.8416,"7330","20","1e+05","13"
"8921",19.2307692307692,2.95651156040071,1,0,0,0,1,0,1,0,0,0,10,1,1,1,"3255","10","8190","18"
"8932",32.6923076923077,3.48713981146288,0,0,0,0,1,0,1,0,0,0,1,0.01,0.001,1e-04,"2630","9","6870","12"
"8933",7.21153846153846,1.97568230738898,1,0,0,1,0,0,1,0,0,0,4,0.16,0.064,0.0256,"2340","8","6870","12"
"8936",24.0384615384615,3.17965511171492,0,0,0,1,0,0,1,0,0,0,5,0.25,0.125,0.0625,"4110","13","8680","20"
"8941",6,1.79175946922805,1,0,0,0,1,0,1,0,0,0,3,0.09,0.027,0.0081,"5860","17","7490","14"
"8942",36.5384615384615,3.5983654465731,0,0,0,0,0,1,1,0,0,0,19,3.61,6.859,13.0321,"430","1","9490","22"
"8965",14.4230769230769,2.66882948794893,1,0,0,1,0,0,1,0,0,0,9.5,0.9025,0.857375,0.81450625,"3600","11","8270","18"
"8968",11.0336538461538,2.40095004279333,0,0,1,0,0,0,1,0,0,0,28,7.84,21.952,61.4656,"8965","21","3770","6"
"8974",16.5151821862348,2.8042800903432,1,0,0,0,1,0,1,0,0,0,1,0.01,0.001,1e-04,"5320","17","7870","17"
"8975",9.61538461538461,2.26336437984076,0,0,1,0,0,0,1,0,0,0,7,0.49,0.343,0.2401,"4250","14","7770","16"
"8979",21.6346153846154,3.07429459605709,0,0,1,0,0,0,1,0,0,0,10,1,1,1,"8030","21","2880","6"
"8997",24.7252747252747,3.20782598868162,0,0,0,1,0,0,1,0,0,0,19.5,3.8025,7.414875,14.45900625,"7360","20","770","4"
"9002",9.61538461538461,2.26336437984076,0,0,1,0,0,0,1,0,0,0,18,3.24,5.832,10.4976,"4250","14","7770","16"
"9010",21.6346153846154,3.07429459605709,0,0,1,0,0,0,1,0,0,0,7,0.49,0.343,0.2401,"7210","20","8770","21"
"9011",24.0384615384615,3.17965511171492,1,0,0,0,0,1,1,0,0,0,1,0.01,0.001,1e-04,"800","2","6880","12"
"9012",25,3.2188758248682,0,0,1,0,0,0,1,0,0,0,7,0.49,0.343,0.2401,"8140","21","3570","6"
"9017",20.1923076923077,3.00530172457014,0,0,0,1,0,0,1,0,0,0,29.5,8.7025,25.672375,75.73350625,"7340","20","8190","18"
"9031",57.6923076923077,4.05512384906882,0,0,0,0,1,0,1,0,0,0,7,0.49,0.343,0.2401,"20","1","5680","9"
"9064",9.34065934065934,2.23437684296751,1,0,1,0,0,0,1,0,0,0,30,9,27,81,"4610","15","8370","18"
"9082",16.4835164835165,2.80236088057345,0,0,0,1,0,0,1,0,0,0,9.5,0.9025,0.857375,0.81450625,"4030","13","8680","20"
"9084",14.4230769230769,2.66882948794893,0,0,1,0,0,0,1,0,0,0,11,1.21,1.331,1.4641,"8965","21","3980","6"
"9090",18.2692307692308,2.90521826601316,0,0,0,0,1,0,1,0,0,0,3,0.09,0.027,0.0081,"1e+05","18","9170","21"
"9096",27.8846153846154,3.32807511683319,1,0,0,0,1,0,1,0,0,0,27,7.29,19.683,53.1441,"800","2","9470","22"
"9110",14.4230769230769,2.66882948794893,0,0,0,1,0,0,1,0,0,0,33.5,11.2225,37.595375,125.94450625,"4220","14","8190","18"
"9111",34.1346153846154,3.53031198332809,0,0,1,0,0,0,1,0,0,0,31,9.61,29.791,92.3521,"6230","19","8190","18"
"9114",25,3.2188758248682,1,0,0,0,1,0,1,0,0,0,1,0.01,0.001,1e-04,"735","2","7390","14"
"9121",36.0576923076923,3.58512021982308,1,0,0,0,1,0,1,0,0,0,2,0.04,0.008,0.0016,"3255","10","8190","18"
"9123",22.5961538461538,3.11777970799683,0,0,0,1,0,0,1,0,0,0,5,0.25,0.125,0.0625,"8140","21","3190","6"
"9141",11.5384615384615,2.44568593663472,0,0,1,0,0,0,1,0,0,0,8,0.64,0.512,0.4096,"7750","21","2170","5"
"9147",24.0384615384615,3.17965511171492,1,0,1,0,0,0,1,0,0,0,16,2.56,4.096,6.5536,"2010","6","8370","18"
"9152",15.1821862348178,2.72012278233648,1,0,0,1,0,0,1,0,0,0,11,1.21,1.331,1.4641,"350","1","7970","18"
"9153",14.4230769230769,2.66882948794893,0,0,1,0,0,0,1,0,0,0,16,2.56,4.096,6.5536,"8140","21","3570","6"
"9154",13.4615384615385,2.59983661646198,1,0,1,0,0,0,1,0,0,0,14,1.96,2.744,3.8416,"4200","14","7690","16"
"9158",41.6666666666667,3.72970144863419,0,0,0,1,0,0,1,0,0,0,27,7.29,19.683,53.1441,"8030","21","3570","6"
"9161",64.1025641025641,4.16048436472665,1,0,0,0,0,1,1,0,0,0,31,9.61,29.791,92.3521,"3060","10","8190","18"
"9162",16.8269230769231,2.82298016777619,1,0,1,0,0,0,1,0,0,0,18,3.24,5.832,10.4976,"5700","17","7270","14"
"9163",14.5299145299145,2.67620959524655,0,1,0,0,0,0,1,0,0,0,14,1.96,2.744,3.8416,"7810","21","4470","8"
"9183",20.0854700854701,2.99999667234045,0,0,0,1,0,0,1,0,0,0,16,2.56,4.096,6.5536,"8220","21","2880","6"
"9186",7.21153846153846,1.97568230738898,0,0,1,0,0,0,1,0,0,0,31,9.61,29.791,92.3521,"4220","14","3580","6"
"9187",15.3846153846154,2.7333680090865,1,0,1,0,0,0,1,0,0,0,24,5.76,13.824,33.1776,"7800","21","5390","9"
"9191",16.3461538461538,2.79399263090294,0,0,0,0,1,0,1,0,0,0,1,0.01,0.001,1e-04,"4000","13","8680","20"
"9195",21.6346153846154,3.07429459605709,1,0,0,0,1,0,1,0,0,0,27,7.29,19.683,53.1441,"3255","10","8190","18"
"9196",13.4615384615385,2.59983661646198,1,0,0,0,1,0,1,0,0,0,22,4.84,10.648,23.4256,"2010","6","8190","18"
"9206",9.887,2.291220762915,0,0,1,0,0,0,1,0,0,0,30,9,27,81,"6440","19","770","4"
"9208",7.69230769230769,2.04022082852655,0,0,0,1,0,0,1,0,0,0,14,1.96,2.744,3.8416,"9130","22","8680","20"
"9209",23.0769230769231,3.13883311719466,1,0,0,0,0,1,1,0,0,0,10,1,1,1,"2310","8","7860","17"
"9210",29.8076923076923,3.39476649133186,1,0,1,0,0,0,1,0,0,0,22,4.84,10.648,23.4256,"950","2","6970","12"
"9219",14.4230769230769,2.66882948794893,0,0,1,0,0,0,1,0,0,0,7,0.49,0.343,0.2401,"4220","14","3570","6"
"9222",14.4230769230769,2.66882948794893,0,0,1,0,0,0,1,0,0,0,6,0.36,0.216,0.1296,"8220","21","3570","6"
"9224",33.7837837837838,3.51998091765212,1,0,0,1,0,0,1,0,0,0,30.5,9.3025,28.372625,86.53650625,"630","2","3570","6"
"9226",16.8269230769231,2.82298016777619,1,0,0,0,1,0,1,0,0,0,2,0.04,0.008,0.0016,"3420","10","8190","18"
"9227",21.6346153846154,3.07429459605709,0,0,0,0,0,1,1,0,0,0,5,0.25,0.125,0.0625,"3540","10","8190","18"
"9238",10.5769230769231,2.35867455964509,1,0,0,1,0,0,1,0,0,0,15.5,2.4025,3.723875,5.77200625,"4700","16","5380","9"
"9260",12.9120879120879,2.55816392006141,0,0,0,1,0,0,1,0,0,0,5,0.25,0.125,0.0625,"7210","20","8770","21"
"9262",9.13461538461539,2.21207108545321,0,0,1,0,0,0,1,0,0,0,5,0.25,0.125,0.0625,"9360","22","5090","9"
"9267",14.4230769230769,2.66882948794893,1,0,0,1,0,0,1,0,0,0,21.5,4.6225,9.938375,21.36750625,"5700","17","8190","18"
"9269",52.8846153846154,3.96811247207919,0,0,0,0,1,0,1,0,0,0,3,0.09,0.027,0.0081,"6440","19","770","4"
"9275",26.4423076923077,3.27496529151924,0,0,0,1,0,0,1,0,0,0,6,0.36,0.216,0.1296,"1360","4","7290","14"
"9276",10.2564102564103,2.32790290097834,0,0,0,0,1,0,1,0,0,0,4,0.16,0.064,0.0256,"4700","16","5390","9"
"9284",25.6410256410256,3.24419363285249,0,0,0,0,1,0,1,0,0,0,5,0.25,0.125,0.0625,"5000","17","7580","16"
"9285",15.8119658119658,2.76076698327461,1,0,0,0,1,0,1,0,0,0,1,0.01,0.001,1e-04,"50","1","7470","14"
"9287",61.0576923076923,4.11181919274536,0,0,0,1,0,0,1,0,0,0,13.5,1.8225,2.460375,3.32150625,"110","1","3190","6"
"9288",19.0384615384615,2.94646122454721,1,0,0,1,0,0,1,0,0,0,19,3.61,6.859,13.0321,"530","2","7570","15"
"9289",16.4529914529915,2.80050731192413,1,0,0,0,0,1,1,0,0,0,13,1.69,2.197,2.8561,"420","1","8290","18"
"9299",13.3547008547009,2.5918684468128,0,0,1,0,0,0,1,0,0,0,12,1.44,1.728,2.0736,"3600","11","8190","18"
"9300",12.9807692307692,2.5634689722911,1,0,1,0,0,0,1,0,0,0,11,1.21,1.331,1.4641,"5700","17","8190","18"
"9315",17.9487179487179,2.88751868891376,0,0,0,1,0,0,1,0,0,0,5.5,0.3025,0.166375,0.09150625,"8740","21","4890","9"
"9317",34.1880341880342,3.53187570530427,0,0,0,0,1,0,1,0,0,0,22,4.84,10.648,23.4256,"5240","17","7270","14"
"9318",12.0192307692308,2.48650793115497,0,0,0,0,1,0,1,0,0,0,6,0.36,0.216,0.1296,"1010","3","6490","11"
"9319",12.0192307692308,2.48650793115497,0,0,0,0,1,0,1,0,0,0,5,0.25,0.125,0.0625,"1010","3","6490","11"
"9320",16.3461538461538,2.79399263090294,1,0,1,0,0,0,1,0,0,0,5,0.25,0.125,0.0625,"5120","17","8590","19"
"9325",10.8173076923077,2.38114741549715,0,0,0,0,1,0,1,0,0,0,14,1.96,2.744,3.8416,"4700","16","5275","9"
"9338",48.0769230769231,3.87280229227486,1,0,0,0,1,0,1,0,0,0,15,2.25,3.375,5.0625,"136","1","1370","5"
"9348",37.6923076923077,3.62945603364314,0,0,0,0,0,1,1,0,0,0,15,2.25,3.375,5.0625,"230","1","7860","17"
"9350",12.1153846153846,2.49447610080415,1,0,0,1,0,0,1,0,0,0,33,10.89,35.937,118.5921,"5400","17","8090","18"
"9354",14.0168269230769,2.64025853096089,0,0,0,1,0,0,1,0,0,0,10,1,1,1,"4700","16","5390","9"
"9355",16.8855534709193,2.82645843215251,1,0,0,0,1,0,1,0,0,0,31,9.61,29.791,92.3521,"4840","16","6290","10"
"9359",26.4423076923077,3.27496529151924,0,0,1,0,0,0,1,0,0,0,25,6.25,15.625,39.0625,"7630","20","4680","9"
"9360",8.24175824175824,2.10921370001351,0,0,1,0,0,0,1,0,0,0,5,0.25,0.125,0.0625,"5000","17","6870","12"
"9370",8.71794871794872,2.16538397148056,1,0,0,1,0,0,1,0,0,0,4.5,0.2025,0.091125,0.04100625,"4610","15","8170","18"
"9373",13.4615384615385,2.59983661646198,0,0,1,0,0,0,1,0,0,0,38,14.44,54.872,208.5136,"6260","19","770","4"
"9376",14.4230769230769,2.66882948794893,1,0,1,0,0,0,1,0,0,0,22,4.84,10.648,23.4256,"5310","17","8190","18"
"9377",30.0480769230769,3.40279866302913,0,0,0,1,0,0,1,0,0,0,19.5,3.8025,7.414875,14.45900625,"8965","21","2670","6"
"9378",43.2692307692308,3.76744177661704,0,0,0,0,0,1,1,0,0,0,3,0.09,0.027,0.0081,"3540","10","8190","18"
"9381",14.4230769230769,2.66882948794893,1,0,0,1,0,0,1,0,0,0,9.5,0.9025,0.857375,0.81450625,"3420","10","7980","18"
"9384",27.8846153846154,3.32807511683319,1,0,0,0,1,0,1,0,0,0,15,2.25,3.375,5.0625,"1010","3","8190","18"
"9386",24.0384615384615,3.17965511171492,0,0,0,1,0,0,1,0,0,0,29.5,8.7025,25.672375,75.73350625,"2900","9","6690","11"
"9396",24.5192307692308,3.1994577390111,0,0,0,1,0,0,1,0,0,0,28,7.84,21.952,61.4656,"6320","19","770","4"
"9398",32.6923076923077,3.48713981146288,0,0,1,0,0,0,1,0,0,0,32,10.24,32.768,104.8576,"8610","21","9370","22"
"9400",8.65384615384615,2.15800386418294,1,0,0,1,0,0,1,0,0,0,4.5,0.2025,0.091125,0.04100625,"4010","13","8680","20"
"9402",65.3846153846154,4.18028699202283,0,0,0,0,0,1,1,0,0,0,22,4.84,10.648,23.4256,"430","1","7490","14"
"9406",14.957264957265,2.7051971321198,1,0,0,1,0,0,1,0,0,0,9,0.81,0.729,0.6561,"4110","13","8680","20"
"9418",12.5,2.52572864430826,0,0,1,0,0,0,1,0,0,0,6,0.36,0.216,0.1296,"6420","19","770","4"
"9419",13.8461538461538,2.62800749342867,0,0,0,1,0,0,1,0,0,0,10.5,1.1025,1.157625,1.21550625,"9130","22","6170","10"
"9420",34.1880341880342,3.53187570530427,0,0,0,0,1,0,1,0,0,0,25,6.25,15.625,39.0625,"4840","16","770","4"
"9423",28.8461538461538,3.36197666850887,0,0,0,0,0,1,1,0,0,0,11,1.21,1.331,1.4641,"2025","6","9170","21"
"9425",11.0576923076923,2.40312632221592,1,0,0,1,0,0,1,0,0,0,3.5,0.1225,0.042875,0.01500625,"3535","10","8090","18"
"9431",28.3119658119658,3.34328453549672,1,0,0,0,1,0,1,0,0,0,6,0.36,0.216,0.1296,"3255","10","8190","18"
"9432",12.5,2.52572864430826,1,0,1,0,0,0,1,0,0,0,35,12.25,42.875,150.0625,"5240","17","6380","10"
"9433",11.5384615384615,2.44568593663472,1,0,0,1,0,0,1,0,0,0,7.5,0.5625,0.421875,0.31640625,"4740","16","2780","6"
"9436",11.2980769230769,2.42463252743689,0,0,1,0,0,0,1,0,0,0,9,0.81,0.729,0.6561,"4020","13","8680","20"
"9439",19.2307692307692,2.95651156040071,0,0,0,1,0,0,1,0,0,0,38.5,14.8225,57.066625,219.70650625,"9620","22","7860","17"
"9440",12.8571428571429,2.55389952127495,1,1,0,0,0,0,1,0,0,0,15,2.25,3.375,5.0625,"8965","21","5380","9"
"9445",10.0961538461538,2.3121545440102,0,1,0,0,0,0,1,0,0,0,17.5,3.0625,5.359375,9.37890625,"6260","19","770","4"
"9447",14.4230769230769,2.66882948794893,1,0,0,1,0,0,1,0,0,0,18.5,3.4225,6.331625,11.71350625,"4110","13","8690","20"
"9456",26.4957264957265,3.27698345567548,0,0,1,0,0,0,1,0,0,0,10,1,1,1,"9610","22","4670","9"
"9458",26.4957264957265,3.27698345567548,0,0,0,1,0,0,1,0,0,0,19.5,3.8025,7.414875,14.45900625,"8130","21","2880","6"
"9467",24.0384615384615,3.17965511171492,0,0,1,0,0,0,1,0,0,0,7,0.49,0.343,0.2401,"4850","16","4090","7"
"9469",25.3036437246964,3.23094840610247,0,0,1,0,0,0,1,0,0,0,25,6.25,15.625,39.0625,"6355","19","770","4"
"9470",19.2307692307692,2.95651156040071,1,0,0,0,1,0,1,0,0,0,25,6.25,15.625,39.0625,"4850","16","4380","8"
"9488",14.4230769230769,2.66882948794893,1,0,1,0,0,0,1,0,0,0,15,2.25,3.375,5.0625,"4700","16","5390","9"
"9496",33.1730769230769,3.50173861088403,0,0,0,0,1,0,1,0,0,0,5,0.25,0.125,0.0625,"1460","4","2980","6"
"9503",22.5961538461538,3.11777970799683,0,0,1,0,0,0,1,0,0,0,13,1.69,2.197,2.8561,"6200","19","770","4"
"9504",14.033264033264,2.64143051376081,1,0,1,0,0,0,1,0,0,0,7,0.49,0.343,0.2401,"3640","11","7980","18"
"9505",34.0080971659919,3.52659864820343,0,0,0,1,0,0,1,0,0,0,4.5,0.2025,0.091125,0.04100625,"1460","4","3570","6"
"9507",30.3418803418803,3.41252894767171,1,0,0,0,1,0,1,0,0,0,13,1.69,2.197,2.8561,"9050","22","6070","10"
"9514",16.3461538461538,2.79399263090294,1,0,0,0,1,0,1,0,0,0,4,0.16,0.064,0.0256,"5360","17","9590","22"
"9517",14.6394230769231,2.68371810044268,1,0,0,0,1,0,1,0,0,0,9,0.81,0.729,0.6561,"2010","6","8370","18"
"9526",24.2834249084249,3.18979401507477,0,0,0,0,1,0,1,0,0,0,22,4.84,10.648,23.4256,"2910","9","4290","7"
"9529",22.1153846153846,3.09627350277587,1,0,0,0,0,1,1,0,0,0,4,0.16,0.064,0.0256,"630","2","6990","12"
"9530",33.6538461538462,3.51612734833613,0,0,0,0,1,0,1,0,0,0,8,0.64,0.512,0.4096,"1030","3","7590","16"
"9536",26.4423076923077,3.27496529151924,0,0,0,0,1,0,1,0,0,0,1,0.01,0.001,1e-04,"3510","10","8180","18"
"9545",11.9230769230769,2.47847575945771,0,0,0,1,0,0,1,0,0,0,4,0.16,0.064,0.0256,"140","1","3570","6"
"9546",25,3.2188758248682,1,0,0,1,0,0,1,0,0,0,5.5,0.3025,0.166375,0.09150625,"40","1","6880","12"
"9566",20.2797202797203,3.00962138571466,1,0,0,1,0,0,1,0,0,0,17.5,3.0625,5.359375,9.37890625,"3600","11","8270","18"
"9579",36.0576923076923,3.58512021982308,1,0,0,0,0,1,1,0,0,0,2,0.04,0.008,0.0016,"4700","16","5275","9"
"9581",7.21153846153846,1.97568230738898,0,0,0,1,0,0,1,0,0,0,3.5,0.1225,0.042875,0.01500625,"9620","22","3190","6"
